------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=1011; ReceivedMessages=1010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.990 sec; SentMessages=1000; ReceivedMessages=1000
sockperf: [2;35m====> avg-lat= 66.993 (std-dev=11.676)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 1000 observations[0m; each percentile contains 10.00 observations
sockperf: ---> <MAX> observation =  123.431
sockperf: ---> percentile 99.999 =  123.431
sockperf: ---> percentile 99.990 =  123.431
sockperf: ---> percentile 99.900 =  120.451
sockperf: ---> percentile 99.000 =  104.893
sockperf: ---> percentile 90.000 =   79.703
sockperf: ---> percentile 75.000 =   72.166
sockperf: ---> percentile 50.000 =   65.235
sockperf: ---> percentile 25.000 =   60.590
sockperf: ---> <MIN> observation =   29.640
------------------------------
txTime, rxTime
2.064149872, 2.064256737
2.074149881, 2.074239983
2.084149873, 2.084235681
2.094149875, 2.094254603
2.104149876, 2.104239174
2.114149872, 2.114234307
2.124149874, 2.124231812
2.134149866, 2.134248466
2.144149867, 2.144255185
2.154149859, 2.154310734
2.164149904, 2.164307168
2.174149867, 2.174243105
2.184149863, 2.184268678
2.194149911, 2.194294244
2.204149900, 2.204276065
2.214149890, 2.214294827
2.224149892, 2.224251925
2.234149878, 2.234240333
2.244149885, 2.244245043
2.254149889, 2.254240860
2.264149875, 2.264256641
2.274149925, 2.274229640
2.284149879, 2.284235722
2.294149867, 2.294248818
2.304149863, 2.304256229
2.314149866, 2.314246595
2.324149862, 2.324286880
2.334149859, 2.334209139
2.344149859, 2.344235355
2.354149857, 2.354231098
2.364149862, 2.364234017
2.374149865, 2.374257242
2.384149893, 2.384293402
2.394149891, 2.394261947
2.404149899, 2.404265108
2.414157319, 2.414268929
2.424149917, 2.424248113
2.434149885, 2.434298097
2.444149879, 2.444228741
2.454149882, 2.454242142
2.464149879, 2.464254803
2.474149875, 2.474252984
2.484149876, 2.484253271
2.494149864, 2.494237847
2.504149875, 2.504258434
2.514149933, 2.514241808
2.524149894, 2.524253982
2.534149863, 2.534251538
2.544149863, 2.544236955
2.554149861, 2.554239376
2.564149862, 2.564222940
2.574149858, 2.574237558
2.584149862, 2.584283189
2.594149902, 2.594276523
2.604149897, 2.604210479
2.614149904, 2.614254458
2.624149882, 2.624209474
2.634149881, 2.634282350
2.644149907, 2.644272565
2.654149892, 2.654273021
2.664149888, 2.664261218
2.674149889, 2.674225893
2.684149882, 2.684240489
2.694149875, 2.694250974
2.704149870, 2.704243436
2.714149877, 2.714248310
2.724149871, 2.724278125
2.734149897, 2.734221873
2.744149872, 2.744241680
2.754149862, 2.754237034
2.764149864, 2.764239942
2.774149870, 2.774258588
2.784149862, 2.784238043
2.794149864, 2.794243470
2.804149860, 2.804228037
2.814149859, 2.814264960
2.824149862, 2.824244440
2.834149867, 2.834266032
2.844149907, 2.844320113
2.854149924, 2.854249280
2.864149902, 2.864254250
2.874149912, 2.874247898
2.884149883, 2.884240569
2.894149891, 2.894249535
2.904149902, 2.904299202
2.914149881, 2.914241148
2.924149906, 2.924258212
2.934149870, 2.934250398
