Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

08:05:24 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:05:25 PM     all      0.26      0.00     45.91      0.18      0.00     53.65
08:05:26 PM     all      0.08      0.00     49.46      0.00      0.00     50.46
08:05:27 PM     all      0.26      0.00     47.98      0.00      0.00     51.76
08:05:28 PM     all      0.09      0.00     48.79      0.00      0.00     51.12
08:05:29 PM     all      0.09      0.00     49.57      0.00      0.00     50.34
08:05:30 PM     all      0.26      0.00     50.26      0.00      0.00     49.49
08:05:31 PM     all      0.25      0.00     50.55      0.00      0.00     49.20
08:05:32 PM     all      0.17      0.00     50.04      0.00      0.00     49.79
08:05:33 PM     all      0.34      0.00     50.00      0.00      0.00     49.66
08:05:34 PM     all      0.26      0.00     49.15      0.00      0.00     50.60
08:05:35 PM     all      0.17      0.00     49.28      0.00      0.00     50.55
08:05:36 PM     all      0.17      0.00     49.32      0.00      0.00     50.51
08:05:37 PM     all      0.09      0.00     48.88      0.00      0.00     51.04
08:05:38 PM     all      0.34      0.00     49.27      0.00      0.00     50.39
08:05:39 PM     all      0.17      0.00     48.96      0.00      0.00     50.87
08:05:40 PM     all      0.35      0.00     49.52      0.00      0.00     50.13
08:05:41 PM     all      0.18      0.00     49.12      0.09      0.00     50.62
08:05:42 PM     all      0.09      0.00     47.80      0.00      0.00     52.11
08:05:43 PM     all      0.00      0.00     43.55      0.00      0.00     56.45
08:05:44 PM     all      0.09      0.00     44.55      0.00      0.00     55.36
08:05:45 PM     all      0.18      0.00     49.07      0.00      0.00     50.76
08:05:46 PM     all      0.18      0.00     49.16      0.00      0.00     50.66
08:05:47 PM     all      0.09      0.00     49.44      0.00      0.00     50.48
08:05:48 PM     all      0.25      0.00     50.34      0.00      0.00     49.41
08:05:49 PM     all      0.17      0.00     49.58      0.00      0.00     50.25
08:05:50 PM     all      1.51      0.00     51.34      0.00      0.00     47.15
08:05:51 PM     all      0.51      0.00     50.13      0.00      0.00     49.37
Average:        all      0.25      0.00     48.96      0.01      0.00     50.78
