Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:59:38 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:59:39 AM     all      0.17      0.00     15.72      0.00      0.00     84.10
10:59:40 AM     all      0.17      0.00     16.06      0.00      0.00     83.77
10:59:41 AM     all      0.09      0.00     16.04      0.09      0.00     83.79
10:59:42 AM     all      0.18      0.00     14.08      0.00      0.00     85.74
10:59:43 AM     all      0.09      0.00     12.98      0.00      0.00     86.93
10:59:44 AM     all      0.09      0.00     11.54      0.00      0.00     88.37
10:59:45 AM     all      0.09      0.00     12.12      0.00      0.00     87.79
10:59:46 AM     all      0.09      0.00     11.56      0.00      0.00     88.35
10:59:47 AM     all      0.18      0.00     11.27      0.09      0.00     88.46
10:59:48 AM     all      0.00      0.00     11.24      0.00      0.00     88.76
10:59:49 AM     all      0.18      0.00     11.62      0.00      0.00     88.20
10:59:50 AM     all      0.09      0.00     11.73      0.00      0.00     88.18
10:59:51 AM     all      0.09      0.00     11.54      0.00      0.00     88.37
10:59:52 AM     all      0.09      0.00     11.38      0.18      0.00     88.35
10:59:53 AM     all      0.09      0.00     11.72      0.00      0.00     88.19
10:59:54 AM     all      0.09      0.00     11.97      0.00      0.00     87.94
10:59:55 AM     all      0.27      0.00     11.22      0.00      0.00     88.51
10:59:56 AM     all      0.09      0.00     11.49      0.00      0.00     88.42
10:59:57 AM     all      0.00      0.00     11.63      0.09      0.00     88.28
10:59:58 AM     all      0.09      0.00     11.97      0.00      0.00     87.94
10:59:59 AM     all      0.09      0.00     11.61      0.00      0.00     88.30
11:00:00 AM     all      0.00      0.00      2.11      0.00      0.00     97.89
11:00:01 AM     all      0.09      0.00      5.49      0.00      0.00     94.43
11:00:02 AM     all      0.19      0.00     12.95      0.09      0.00     86.77
11:00:03 AM     all      0.09      0.00     15.48      0.00      0.00     84.43
11:00:04 AM     all      0.00      0.00     15.63      0.00      0.00     84.37
11:00:05 AM     all      0.18      0.00     13.91      0.00      0.00     85.92
Average:        all      0.11      0.00     12.07      0.02      0.00     87.81
