Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

06:19:02 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:19:03 PM     all      0.17      0.00     19.40      0.09      0.00     80.34
06:19:04 PM     all      0.00      0.00     19.34      0.00      0.00     80.66
06:19:05 PM     all      0.17      0.00     19.87      0.00      0.00     79.97
06:19:06 PM     all      0.08      0.00     16.54      0.00      0.00     83.38
06:19:07 PM     all      0.08      0.00     15.47      0.00      0.00     84.45
06:19:08 PM     all      0.17      0.00     15.34      0.08      0.00     84.41
06:19:09 PM     all      0.00      0.00     14.65      0.00      0.00     85.35
06:19:10 PM     all      0.17      0.00     15.74      0.00      0.00     84.09
06:19:11 PM     all      0.17      0.00     15.55      0.00      0.00     84.28
06:19:12 PM     all      0.09      0.00     15.08      0.00      0.00     84.84
06:19:13 PM     all      0.26      0.00     14.74      0.26      0.00     84.75
06:19:14 PM     all      0.25      0.00     16.12      0.00      0.00     83.63
06:19:15 PM     all      0.17      0.00     15.22      0.00      0.00     84.61
06:19:16 PM     all      0.08      0.00     15.44      0.00      0.00     84.48
06:19:17 PM     all      0.08      0.00     16.79      0.00      0.00     83.12
06:19:18 PM     all      0.17      0.00     15.78      0.08      0.00     83.97
06:19:19 PM     all      0.09      0.00     14.26      0.00      0.00     85.65
06:19:20 PM     all      0.17      0.00     15.12      0.00      0.00     84.71
06:19:21 PM     all      0.17      0.00     15.55      0.00      0.00     84.28
06:19:22 PM     all      0.17      0.00     15.25      0.00      0.00     84.58
06:19:23 PM     all      0.17      0.00     14.83      0.09      0.00     84.91
06:19:24 PM     all      0.00      0.00     15.65      0.00      0.00     84.35
06:19:25 PM     all      0.17      0.00     15.85      0.00      0.00     83.98
06:19:26 PM     all      0.08      0.00     16.06      0.00      0.00     83.85
06:19:27 PM     all      0.08      0.00     15.66      0.00      0.00     84.25
06:19:28 PM     all      0.17      0.00     15.33      0.59      0.00     83.91
06:19:29 PM     all      0.09      0.00     15.02      0.00      0.00     84.90
Average:        all      0.13      0.00     15.92      0.04      0.00     83.91
