Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:28:59 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:29:00 AM     all      0.43      0.00     24.57      0.00      0.00     75.00
11:29:01 AM     all      0.00      0.00     43.14      0.00      0.00     56.86
11:29:02 AM     all      0.26      0.00     46.66      0.00      0.00     53.08
11:29:03 AM     all      0.00      0.00     48.17      0.00      0.00     51.83
11:29:04 AM     all      0.17      0.00     48.52      0.00      0.00     51.31
11:29:05 AM     all      0.09      0.00     48.80      0.09      0.00     51.03
11:29:06 AM     all      0.17      0.00     49.45      0.00      0.00     50.38
11:29:07 AM     all      0.09      0.00     49.62      0.00      0.00     50.30
11:29:08 AM     all      0.17      0.00     48.93      0.00      0.00     50.90
11:29:09 AM     all      0.34      0.00     49.15      0.00      0.00     50.51
11:29:10 AM     all      0.17      0.00     49.14      0.00      0.00     50.68
11:29:11 AM     all      0.17      0.00     49.36      0.17      0.00     50.30
11:29:12 AM     all      0.17      0.00     49.75      0.00      0.00     50.08
11:29:13 AM     all      0.17      0.00     48.66      0.00      0.00     51.16
11:29:14 AM     all      0.17      0.00     49.83      0.00      0.00     50.00
11:29:15 AM     all      0.17      0.00     49.28      0.00      0.00     50.55
11:29:16 AM     all      0.25      0.00     49.49      0.00      0.00     50.25
11:29:17 AM     all      0.17      0.00     49.58      0.00      0.00     50.25
11:29:18 AM     all      0.08      0.00     49.24      0.00      0.00     50.68
11:29:19 AM     all      0.09      0.00     49.45      0.00      0.00     50.47
11:29:20 AM     all      0.35      0.00     48.62      0.00      0.00     51.04
11:29:21 AM     all      0.17      0.00     49.66      0.00      0.00     50.17
11:29:22 AM     all      0.17      0.00     50.08      0.00      0.00     49.75
11:29:23 AM     all      0.09      0.00     48.93      0.00      0.00     50.98
11:29:24 AM     all      0.09      0.00     49.19      0.00      0.00     50.72
11:29:25 AM     all      0.17      0.00     49.53      0.00      0.00     50.30
11:29:26 AM     all      0.09      0.00     49.57      0.00      0.00     50.34
Average:        all      0.16      0.00     48.03      0.01      0.00     51.79
