1 2.7385
2 2401.6269
3 2540.2399
4 3438.7895
5 5183.8475
6 6888.3817
7 6175.9842
8 7489.1336
9 8631.3410
10 8737.4100
11 9473.0684
12 9775.2543
13 9830.4996
14 9864.8791
15 9874.2987
