Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

11:24:07 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:24:08 AM     all      0.09      0.00      8.22      0.00      0.00     91.69
11:24:09 AM     all      0.00      0.00     12.04      0.00      0.00     87.96
11:24:10 AM     all      0.00      0.00     14.75      0.00      0.00     85.25
11:24:11 AM     all      0.19      0.00     19.73      0.00      0.00     80.08
11:24:12 AM     all      0.00      0.00     19.70      0.00      0.00     80.30
11:24:13 AM     all      0.00      0.00     17.76      0.00      0.00     82.24
11:24:14 AM     all      0.00      0.00     18.72      0.00      0.00     81.28
11:24:15 AM     all      0.00      0.00     16.51      0.00      0.00     83.49
11:24:16 AM     all      0.00      0.00     15.17      0.00      0.00     84.83
11:24:17 AM     all      0.00      0.00     17.11      0.00      0.00     82.89
11:24:18 AM     all      0.11      0.00     14.77      0.11      0.00     85.01
11:24:19 AM     all      0.11      0.00     19.75      0.00      0.00     80.15
11:24:20 AM     all      0.21      0.00     17.83      0.00      0.00     81.96
11:24:21 AM     all      0.22      0.00     12.84      0.00      0.00     86.94
11:24:22 AM     all      0.00      0.00     12.77      0.00      0.00     87.23
11:24:23 AM     all      0.22      0.00     13.02      0.11      0.00     86.66
11:24:24 AM     all      0.22      0.00     14.62      0.00      0.00     85.16
11:24:25 AM     all      0.21      0.00     15.91      0.00      0.00     83.88
11:24:26 AM     all      0.21      0.00     16.34      0.00      0.00     83.46
11:24:27 AM     all      0.11      0.00     15.73      0.00      0.00     84.16
11:24:28 AM     all      0.11      0.00     16.49      0.00      0.00     83.40
11:24:29 AM     all      0.21      0.00     19.98      0.10      0.00     79.71
11:24:30 AM     all      0.00      0.00     15.06      0.00      0.00     84.94
11:24:31 AM     all      0.00      0.00     16.04      0.00      0.00     83.96
11:24:32 AM     all      0.00      0.00     16.19      0.00      0.00     83.81
11:24:33 AM     all      0.00      0.00     20.84      0.00      0.00     79.16
11:24:34 AM     all      0.10      0.00     20.60      0.10      0.00     79.20
Average:        all      0.08      0.00     16.25      0.02      0.00     83.65
