Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

06:35:49 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:35:50 PM     all      0.46      0.00     38.85      0.00      0.00     60.69
06:35:51 PM     all      1.79      0.00     42.08      0.00      0.00     56.13
06:35:52 PM     all      0.17      0.00     47.60      0.00      0.00     52.23
06:35:53 PM     all      0.25      0.00     48.01      0.00      0.00     51.73
06:35:54 PM     all      0.00      0.00     46.91      0.00      0.00     53.09
06:35:55 PM     all      0.17      0.00     46.05      0.00      0.00     53.77
06:35:56 PM     all      0.17      0.00     45.97      0.09      0.00     53.77
06:35:57 PM     all      0.17      0.00     46.53      0.00      0.00     53.30
06:35:58 PM     all      0.09      0.00     43.93      0.00      0.00     55.98
06:35:59 PM     all      0.00      0.00     42.22      0.00      0.00     57.78
06:36:00 PM     all      0.09      0.00     37.56      0.00      0.00     62.35
06:36:01 PM     all      0.09      0.00     34.47      0.00      0.00     65.43
06:36:02 PM     all      0.29      0.00     33.27      0.00      0.00     66.44
06:36:03 PM     all      0.19      0.00     33.87      0.00      0.00     65.94
06:36:04 PM     all      0.09      0.00     31.31      0.00      0.00     68.60
06:36:05 PM     all      0.09      0.00     23.81      0.00      0.00     76.10
06:36:06 PM     all      0.09      0.00     22.89      0.00      0.00     77.02
06:36:07 PM     all      0.09      0.00     17.31      0.18      0.00     82.43
06:36:08 PM     all      0.09      0.00     12.86      0.00      0.00     87.05
06:36:09 PM     all      0.09      0.00     14.21      0.00      0.00     85.70
06:36:10 PM     all      0.18      0.00     18.16      0.00      0.00     81.66
06:36:11 PM     all      0.00      0.00     20.60      0.00      0.00     79.40
06:36:12 PM     all      0.00      0.00     12.17      0.00      0.00     87.83
06:36:13 PM     all      0.09      0.00     13.72      0.09      0.00     86.10
06:36:14 PM     all      0.00      0.00     24.67      0.52      0.00     74.80
06:36:15 PM     all      0.09      0.00     35.57      0.00      0.00     64.34
06:36:16 PM     all      0.17      0.00     40.48      0.00      0.00     59.35
Average:        all      0.18      0.00     32.49      0.03      0.00     67.30
