Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:38:11 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:38:12 AM     all      0.17      0.00     18.20      0.34      0.00     81.29
10:38:13 AM     all      0.08      0.00     17.93      0.00      0.00     81.98
10:38:14 AM     all      0.17      0.00     15.67      0.00      0.00     84.16
10:38:15 AM     all      0.08      0.00     16.05      0.00      0.00     83.87
10:38:16 AM     all      0.00      0.00     15.95      0.00      0.00     84.05
10:38:17 AM     all      0.17      0.00     15.31      0.08      0.00     84.43
10:38:18 AM     all      0.17      0.00     16.78      0.00      0.00     83.06
10:38:19 AM     all      0.17      0.00     15.99      0.00      0.00     83.84
10:38:20 AM     all      0.17      0.00     15.73      0.00      0.00     84.10
10:38:21 AM     all      0.17      0.00     15.93      0.00      0.00     83.90
10:38:22 AM     all      0.08      0.00     16.51      0.08      0.00     83.32
10:38:23 AM     all      0.17      0.00     15.21      0.00      0.00     84.62
10:38:24 AM     all      0.08      0.00     16.51      0.00      0.00     83.40
10:38:25 AM     all      0.09      0.00     15.73      0.00      0.00     84.18
10:38:26 AM     all      0.09      0.00     15.65      0.00      0.00     84.27
10:38:27 AM     all      0.17      0.00     15.83      0.17      0.00     83.83
10:38:28 AM     all      0.09      0.00     15.56      0.00      0.00     84.35
10:38:29 AM     all      0.08      0.00     16.27      0.00      0.00     83.64
10:38:30 AM     all      0.08      0.00     16.76      0.00      0.00     83.15
10:38:31 AM     all      0.17      0.00     15.66      0.00      0.00     84.17
10:38:32 AM     all      0.00      0.00     15.02      0.17      0.00     84.81
10:38:33 AM     all      0.17      0.00     16.57      0.00      0.00     83.26
10:38:34 AM     all      0.00      0.00     16.88      0.00      0.00     83.12
10:38:35 AM     all      0.08      0.00     16.06      0.00      0.00     83.86
10:38:36 AM     all      0.09      0.00     15.44      0.00      0.00     84.47
10:38:37 AM     all      0.25      0.00     17.04      0.00      0.00     82.70
10:38:38 AM     all      0.08      0.00     16.12      0.08      0.00     83.72
Average:        all      0.12      0.00     16.17      0.03      0.00     83.68
