Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:58:04 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:58:05 AM     all      0.17      0.00     18.84      0.00      0.00     80.99
10:58:06 AM     all      0.08      0.00     18.25      0.00      0.00     81.67
10:58:07 AM     all      0.08      0.00     16.69      0.00      0.00     83.22
10:58:08 AM     all      0.17      0.00     16.72      0.00      0.00     83.11
10:58:09 AM     all      0.08      0.00     16.15      0.08      0.00     83.68
10:58:10 AM     all      0.25      0.00     15.16      0.00      0.00     84.59
10:58:11 AM     all      0.08      0.00     16.58      0.00      0.00     83.33
10:58:12 AM     all      0.08      0.00     16.39      0.00      0.00     83.53
10:58:13 AM     all      0.08      0.00     15.61      0.00      0.00     84.30
10:58:14 AM     all      0.08      0.00     14.94      0.17      0.00     84.80
10:58:15 AM     all      0.17      0.00     15.00      0.00      0.00     84.83
10:58:16 AM     all      0.08      0.00     16.63      0.00      0.00     83.29
10:58:17 AM     all      0.08      0.00     15.29      0.00      0.00     84.63
10:58:18 AM     all      0.17      0.00     15.03      0.00      0.00     84.80
10:58:19 AM     all      0.17      0.00     15.42      0.08      0.00     84.33
10:58:20 AM     all      0.08      0.00     16.15      0.00      0.00     83.77
10:58:21 AM     all      0.08      0.00     15.37      0.00      0.00     84.54
10:58:22 AM     all      0.08      0.00     15.20      0.00      0.00     84.71
10:58:23 AM     all      0.17      0.00     15.43      0.00      0.00     84.40
10:58:24 AM     all      0.17      0.00     16.36      0.08      0.00     83.39
10:58:25 AM     all      0.08      0.00     16.37      0.00      0.00     83.54
10:58:26 AM     all      0.00      0.00     15.57      0.00      0.00     84.43
10:58:27 AM     all      0.17      0.00     14.19      0.00      0.00     85.64
10:58:28 AM     all      0.00      0.00     15.08      0.00      0.00     84.92
10:58:29 AM     all      0.08      0.00     15.20      0.17      0.00     84.54
10:58:30 AM     all      0.17      0.00     15.11      0.00      0.00     84.73
10:58:31 AM     all      0.09      0.00     13.98      0.00      0.00     85.93
Average:        all      0.11      0.00     15.81      0.02      0.00     84.06
