Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:27:55 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:27:56 AM     all      0.00      0.00      0.67      0.00      0.00     99.33
10:27:57 AM     all      0.00      0.00      0.84      0.00      0.00     99.16
10:27:58 AM     all      0.00      0.00      0.67      0.25      0.00     99.07
10:27:59 AM     all      0.00      0.00      0.76      0.00      0.00     99.24
10:28:00 AM     all      0.00      0.00      0.93      0.00      0.00     99.07
10:28:01 AM     all      0.08      0.00      0.93      0.00      0.00     98.99
10:28:02 AM     all      0.08      0.00      0.84      0.00      0.00     99.07
10:28:03 AM     all      0.00      0.00      0.76      0.00      0.00     99.24
10:28:04 AM     all      0.08      0.00      1.02      0.17      0.00     98.73
10:28:05 AM     all      0.00      0.00      1.27      0.00      0.00     98.73
10:28:06 AM     all      0.00      0.00      0.93      0.00      0.00     99.07
10:28:07 AM     all      0.00      0.00      1.18      0.00      0.00     98.82
10:28:08 AM     all      0.08      0.00      1.19      0.00      0.00     98.73
10:28:09 AM     all      0.00      0.00      1.35      0.17      0.00     98.48
10:28:10 AM     all      0.00      0.00      1.27      0.00      0.00     98.73
10:28:11 AM     all      0.08      0.00      1.19      0.00      0.00     98.73
10:28:12 AM     all      0.00      0.00      1.02      0.00      0.00     98.98
10:28:13 AM     all      0.00      0.00      1.18      0.00      0.00     98.82
10:28:14 AM     all      0.00      0.00      1.19      0.08      0.00     98.73
10:28:15 AM     all      0.00      0.00      1.36      0.00      0.00     98.64
10:28:16 AM     all      0.00      0.00      1.11      0.00      0.00     98.89
10:28:17 AM     all      0.08      0.00      1.19      0.00      0.00     98.73
10:28:18 AM     all      0.00      0.00      0.93      0.00      0.00     99.07
10:28:19 AM     all      0.00      0.00      1.27      0.17      0.00     98.56
10:28:20 AM     all      0.00      0.00      1.10      0.00      0.00     98.90
10:28:21 AM     all      0.00      0.00      1.27      0.00      0.00     98.73
10:28:22 AM     all      0.08      0.00      0.93      0.00      0.00     98.98
Average:        all      0.02      0.00      1.05      0.03      0.00     98.90
