------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=1011; ReceivedMessages=1010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.981 sec; SentMessages=999; ReceivedMessages=999
sockperf: [2;35m====> avg-lat=307.117 (std-dev=28.835)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 999 observations[0m; each percentile contains 9.99 observations
sockperf: ---> <MAX> observation =  427.055
sockperf: ---> percentile 99.999 =  427.055
sockperf: ---> percentile 99.990 =  427.055
sockperf: ---> percentile 99.900 =  393.869
sockperf: ---> percentile 99.000 =  373.165
sockperf: ---> percentile 90.000 =  345.277
sockperf: ---> percentile 75.000 =  326.387
sockperf: ---> percentile 50.000 =  306.254
sockperf: ---> percentile 25.000 =  286.982
sockperf: ---> <MIN> observation =  213.922
------------------------------
txTime, rxTime
2.062036645, 2.062687391
2.072036640, 2.072629488
2.082036638, 2.082606689
2.092036766, 2.092697813
2.102036648, 2.102632191
2.112036633, 2.112645326
2.122036650, 2.122619370
2.132036635, 2.132673828
2.142036638, 2.142665843
2.152036645, 2.152712898
2.162036637, 2.162671461
2.172036632, 2.172750714
2.182036647, 2.182575552
2.192036637, 2.192690198
2.202036635, 2.202645008
2.212036652, 2.212738287
2.222036637, 2.222682726
2.232036651, 2.232637073
2.242036651, 2.242684913
2.252036641, 2.252686744
2.262036648, 2.262623424
2.272036652, 2.272695990
2.282036651, 2.282706785
2.292036645, 2.292655448
2.302036646, 2.302651655
2.312036647, 2.312579877
2.322036650, 2.322702252
2.332036650, 2.332579694
2.342036651, 2.342571259
2.352036647, 2.352661114
2.362036653, 2.362701212
2.372036648, 2.372753083
2.382036647, 2.382603847
2.392036648, 2.392704180
2.402036650, 2.402622203
2.412036652, 2.412648091
2.422036647, 2.422656791
2.432036653, 2.432668405
2.442036647, 2.442625801
2.452036652, 2.452585629
2.462036648, 2.462649199
2.472036652, 2.472586668
2.482036653, 2.482601690
2.492036651, 2.492596310
2.502036647, 2.502564232
2.512036650, 2.512594146
2.522036648, 2.522547393
2.532036648, 2.532573540
2.542036648, 2.542641121
2.552036656, 2.552635376
2.562036636, 2.562604273
2.572036647, 2.572600344
2.582036651, 2.582659621
2.592036650, 2.592627272
2.602036651, 2.602589975
2.612036651, 2.612637189
2.622036646, 2.622590508
2.632036647, 2.632601136
2.642036647, 2.642639728
2.652036651, 2.652635922
2.662036632, 2.662654260
2.672036650, 2.672590330
2.682036647, 2.682594217
2.692036652, 2.692596816
2.702036648, 2.702636236
2.712036648, 2.712653723
2.722036651, 2.722667739
2.732036647, 2.732680854
2.742036648, 2.742674927
2.752036650, 2.752523192
2.762036646, 2.762633742
2.772036648, 2.772637923
2.782036646, 2.782651081
2.792036648, 2.792635225
2.802036651, 2.802551981
2.812036652, 2.812647145
2.822036651, 2.822614260
2.832036647, 2.832637794
2.842036652, 2.842612179
2.852036650, 2.852624688
2.862036651, 2.862603048
2.872036651, 2.872539600
2.882036648, 2.882627169
2.892036651, 2.892651655
2.902036652, 2.902741257
2.912036653, 2.912596539
2.922036650, 2.922563395
2.932036647, 2.932706067
2.942036652, 2.942607883
2.952036648, 2.952630365
2.962036651, 2.962698944
2.972036650, 2.972573949
2.982036653, 2.982713139
2.992036648, 2.992511849
3.002036648, 3.002621250
3.012036650, 3.012610698
3.022036652, 3.022616284
3.032036651, 3.032623580
3.042036650, 3.042557010
3.052036648, 3.052656366
3.062036655, 3.062604923
3.072036651, 3.072696074
3.082036646, 3.082684882
3.092036650, 3.092651970
3.102036652, 3.102667073
3.112036652, 3.112643699
3.122036652, 3.122700719
3.132036650, 3.132737068
3.142036647, 3.142713464
3.152036650, 3.152743983
3.162036632, 3.162774802
3.172036632, 3.172546691
3.182036638, 3.182784962
3.192036646, 3.192709916
3.202036647, 3.202645101
3.212036648, 3.212691797
3.222036647, 3.222574267
3.232036651, 3.232618949
3.242036645, 3.242697504
3.252036653, 3.252709568
3.262036651, 3.262641203
3.272036647, 3.272735626
3.282036647, 3.282614828
3.292036650, 3.292636904
3.302036650, 3.302697301
3.312036652, 3.312648368
3.322036648, 3.322657200
3.332036651, 3.332714654
