#CWND value, tput
0 0
1 1486.3830
2 2168.0455
3 2988.4510
4 4344.6907
5 5488.5692
6 6742.8889
7 7087.2781
8 7939.7721
9 9168.6404
10 9233.2488
11 9607.9179
12 9732.9700
13 9629.8367
14 9802.4497
15 9842.4896
16 9830.5127               
