#RWND(MSS = 1500), tput
0.0625 0 #because 93/128 == 0
0.125 34.4769 #1500*0.125/RTT = 34Mbps, so RTT = 44us 
0.25 69.8498
0.5 153.8904
1 342.8036
2 680.6061
4 1147.4399 
8 2053.6875
16 3563.1475 #double check, 3794.5891
32 3815.2756 #double check, 3937.8421
64 5730.3807
128 8929.9612
160 9209.0796
256 9225.8110       

