Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

08:58:34 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:58:35 PM     all      0.18      0.00     46.58      0.09      0.00     53.16
08:58:36 PM     all      0.18      0.00     46.93      0.00      0.00     52.89
08:58:37 PM     all      0.00      0.00     39.52      0.00      0.00     60.48
08:58:38 PM     all      0.19      0.00     33.75      0.00      0.00     66.05
08:58:39 PM     all      0.00      0.00     30.84      0.00      0.00     69.16
08:58:40 PM     all      0.18      0.00     37.37      0.00      0.00     62.46
08:58:41 PM     all      0.18      0.00     45.34      0.00      0.00     54.48
08:58:42 PM     all      0.17      0.00     47.03      0.26      0.00     52.53
08:58:43 PM     all      0.17      0.00     48.17      0.00      0.00     51.66
08:58:44 PM     all      0.17      0.00     50.77      0.00      0.00     49.06
08:58:45 PM     all      0.00      0.00     49.96      0.00      0.00     50.04
08:58:46 PM     all      0.17      0.00     49.44      0.09      0.00     50.30
08:58:47 PM     all      0.09      0.00     50.64      0.00      0.00     49.27
08:58:48 PM     all      0.17      0.00     50.72      0.00      0.00     49.11
08:58:49 PM     all      0.26      0.00     49.74      0.00      0.00     50.00
08:58:50 PM     all      0.60      0.00     49.96      0.00      0.00     49.44
08:58:51 PM     all      1.63      0.00     50.77      0.00      0.00     47.59
08:58:52 PM     all      0.00      0.00     49.65      0.00      0.00     50.35
08:58:53 PM     all      0.17      0.00     49.61      0.00      0.00     50.22
08:58:54 PM     all      0.17      0.00     50.47      0.00      0.00     49.36
08:58:55 PM     all      0.17      0.00     50.77      0.00      0.00     49.06
08:58:56 PM     all      0.26      0.00     49.91      0.00      0.00     49.83
08:58:57 PM     all      0.25      0.00     50.47      0.00      0.00     49.28
08:58:58 PM     all      0.17      0.00     50.51      0.00      0.00     49.31
08:58:59 PM     all      0.17      0.00     50.26      0.00      0.00     49.57
08:59:00 PM     all      0.17      0.00     50.69      0.00      0.00     49.14
08:59:01 PM     all      0.09      0.00     50.09      0.09      0.00     49.74
Average:        all      0.22      0.00     47.59      0.02      0.00     52.17
