11 1317.4593
12 2149.0200
13 2263.8733
14 2241.8488
15 2120.7577
16 1950.3198
17 1840.2952
18 1618.8864
19 1585.0035
20 1554.4906
21 1615.8492
22 1703.9428
23 1720.7149
24 1998.5919
25 2351.2459
26 2741.1352
27 2531.1356
28 2588.8202
29 2755.7569
30 2866.7064
31 2925.6197
32 2830.1476
33 2736.5158
34 2767.1782
35 2676.9021
36 2657.6238
37 2640.1005
38 2623.2253
39 2678.5794
40 2653.9459
41 2651.9733
42 2661.3631
43 2698.6411
44 2771.7107
45 2829.1438
46 2896.5058
47 2887.9198
48 2934.2954
49 2951.6702
50 3033.7664
51 3086.9422
52 3100.3496
53 3125.2839
54 3111.4906
55 3110.7531
56 3134.7180
57 3130.5236
58 3108.3575
59 3095.3646
60 3135.9629
61 3199.4125
62 3213.6788
63 3081.7138
64 3094.5300
65 3216.5230
66 3279.5705
67 3277.5472
68 3329.1807
69 3303.8680
70 3273.5363
71 3057.1739
72 2654.4609
73 2657.2398
74 2691.1649
75 2649.0809
76 2635.7124
77 2656.9525
78 2635.6231
79 2637.6850
80 2661.0304
81 2679.8745
82 2743.9429
83 2755.9010
84 2833.2394
85 2864.5745
86 2919.1089
87 3040.2221
88 3218.2181
89 3159.8869
90 3149.7680
91 3159.9372
92 3265.5385
93 3351.2508
94 3394.5053
95 3327.1117
96 3221.5677
