Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:00:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:00:24 AM     all      0.08      0.00     21.53      0.00      0.00     78.39
11:00:25 AM     all      0.08      0.00     22.28      0.08      0.00     77.55
11:00:26 AM     all      0.17      0.00     22.17      0.00      0.00     77.66
11:00:27 AM     all      0.08      0.00     21.12      0.00      0.00     78.79
11:00:28 AM     all      0.08      0.00     20.36      0.00      0.00     79.56
11:00:29 AM     all      0.08      0.00     16.58      0.00      0.00     83.33
11:00:30 AM     all      0.17      0.00     15.57      0.08      0.00     84.18
11:00:31 AM     all      0.17      0.00     15.40      0.00      0.00     84.43
11:00:32 AM     all      0.09      0.00     14.89      0.00      0.00     85.02
11:00:33 AM     all      0.08      0.00     15.38      0.00      0.00     84.54
11:00:34 AM     all      0.08      0.00     16.51      0.00      0.00     83.40
11:00:35 AM     all      0.08      0.00     15.95      0.17      0.00     83.80
11:00:36 AM     all      0.00      0.00     15.72      0.00      0.00     84.28
11:00:37 AM     all      0.00      0.00     15.15      0.00      0.00     84.85
11:00:38 AM     all      0.08      0.00     15.38      0.00      0.00     84.53
11:00:39 AM     all      0.08      0.00     15.62      0.00      0.00     84.29
11:00:40 AM     all      0.17      0.00     14.77      0.00      0.00     85.06
11:00:41 AM     all      0.00      0.00     14.63      0.09      0.00     85.29
11:00:42 AM     all      0.08      0.00     15.40      0.00      0.00     84.52
11:00:43 AM     all      0.09      0.00     15.14      0.00      0.00     84.78
11:00:44 AM     all      0.17      0.00     14.59      0.00      0.00     85.24
11:00:45 AM     all      0.00      0.00     15.50      0.00      0.00     84.50
11:00:46 AM     all      0.08      0.00     10.70      0.17      0.00     89.05
11:00:47 AM     all      0.00      0.00      0.42      0.00      0.00     99.58
11:00:48 AM     all      0.08      0.00     21.34      0.00      0.00     78.58
11:00:49 AM     all      0.17      0.00     22.09      0.00      0.00     77.74
11:00:50 AM     all      1.68      0.00     22.38      0.00      0.00     75.94
Average:        all      0.15      0.00     16.54      0.02      0.00     83.29
