Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

11:00:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:00:25 AM     all      0.18      0.00     16.70      0.00      0.00     83.13
11:00:26 AM     all      0.09      0.00     16.27      0.00      0.00     83.64
11:00:27 AM     all      0.09      0.00     16.20      0.00      0.00     83.71
11:00:28 AM     all      0.09      0.00     16.33      0.09      0.00     83.49
11:00:29 AM     all      0.09      0.00     14.51      0.00      0.00     85.40
11:00:30 AM     all      0.17      0.00     14.62      0.00      0.00     85.20
11:00:31 AM     all      0.00      0.00     15.26      0.00      0.00     84.74
11:00:32 AM     all      0.18      0.00     14.02      0.00      0.00     85.80
11:00:33 AM     all      0.00      0.00     12.40      0.00      0.00     87.60
11:00:34 AM     all      0.18      0.00     13.64      0.09      0.00     86.09
11:00:35 AM     all      0.09      0.00     13.93      0.00      0.00     85.98
11:00:36 AM     all      0.26      0.00     14.30      0.00      0.00     85.44
11:00:37 AM     all      0.18      0.00     13.95      0.00      0.00     85.88
11:00:38 AM     all      0.00      0.00     12.43      0.00      0.00     87.57
11:00:39 AM     all      0.18      0.00     14.11      0.09      0.00     85.63
11:00:40 AM     all      0.18      0.00     13.09      0.00      0.00     86.74
11:00:41 AM     all      0.18      0.00     12.52      0.00      0.00     87.30
11:00:42 AM     all      0.00      0.00     12.32      0.00      0.00     87.68
11:00:43 AM     all      0.18      0.00     13.10      0.00      0.00     86.73
11:00:44 AM     all      0.09      0.00     12.82      0.18      0.00     86.91
11:00:45 AM     all      0.00      0.00     13.13      0.00      0.00     86.87
11:00:46 AM     all      0.09      0.00      8.47      0.00      0.00     91.44
11:00:47 AM     all      0.00      0.00      0.50      0.00      0.00     99.50
11:00:48 AM     all      0.09      0.00     10.43      0.00      0.00     89.48
11:00:49 AM     all      0.09      0.00     16.21      0.00      0.00     83.70
11:00:50 AM     all      0.18      0.00     15.61      0.09      0.00     84.12
11:00:51 AM     all      0.09      0.00     16.19      0.00      0.00     83.72
Average:        all      0.11      0.00     13.43      0.02      0.00     86.44
