Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:21:31 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:21:32 AM     all      0.34      0.00     46.35      0.26      0.00     53.05
11:21:33 AM     all      0.08      0.00     48.26      0.00      0.00     51.65
11:21:34 AM     all      0.08      0.00     48.52      0.00      0.00     51.39
11:21:35 AM     all      0.26      0.00     47.95      0.00      0.00     51.79
11:21:36 AM     all      0.09      0.00     48.64      0.00      0.00     51.28
11:21:37 AM     all      0.08      0.00     48.86      0.00      0.00     51.05
11:21:38 AM     all      0.17      0.00     48.46      0.00      0.00     51.37
11:21:39 AM     all      0.08      0.00     48.30      0.00      0.00     51.61
11:21:40 AM     all      0.25      0.00     48.94      0.00      0.00     50.80
11:21:41 AM     all      0.17      0.00     48.54      0.00      0.00     51.28
11:21:42 AM     all      0.17      0.00     48.47      0.00      0.00     51.36
11:21:43 AM     all      0.26      0.00     48.38      0.09      0.00     51.28
11:21:44 AM     all      0.09      0.00     48.89      0.00      0.00     51.02
11:21:45 AM     all      0.08      0.00     49.15      0.00      0.00     50.76
11:21:46 AM     all      0.17      0.00     48.98      0.00      0.00     50.85
11:21:47 AM     all      0.08      0.00     48.56      0.00      0.00     51.36
11:21:48 AM     all      0.17      0.00     48.52      0.00      0.00     51.31
11:21:49 AM     all      0.25      0.00     48.60      0.00      0.00     51.14
11:21:50 AM     all      1.78      0.00     49.87      0.00      0.00     48.35
11:21:51 AM     all      0.25      0.00     48.81      0.00      0.00     50.93
11:21:52 AM     all      0.17      0.00     48.86      0.00      0.00     50.97
11:21:53 AM     all      0.17      0.00     48.47      0.00      0.00     51.36
11:21:54 AM     all      0.25      0.00     48.34      0.08      0.00     51.32
11:21:55 AM     all      0.08      0.00     49.11      0.00      0.00     50.80
11:21:56 AM     all      0.08      0.00     48.95      0.00      0.00     50.97
11:21:57 AM     all      0.08      0.00     49.33      0.00      0.00     50.59
11:21:58 AM     all      0.00      0.00     49.08      0.00      0.00     50.92
Average:        all      0.21      0.00     48.64      0.02      0.00     51.13
