Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

12:10:57 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:10:58 PM     all      0.00      0.00     27.17      0.00      0.00     72.83
12:10:59 PM     all      0.11      0.00     18.89      0.11      0.00     80.89
12:11:00 PM     all      0.00      0.00     11.66      0.00      0.00     88.34
12:11:01 PM     all      0.10      0.00     12.71      0.00      0.00     87.19
12:11:02 PM     all      0.00      0.00     13.07      0.00      0.00     86.93
12:11:03 PM     all      0.10      0.00     14.02      0.00      0.00     85.87
12:11:04 PM     all      0.00      0.00     14.02      0.10      0.00     85.87
12:11:05 PM     all      0.00      0.00     14.70      0.00      0.00     85.30
12:11:06 PM     all      0.00      0.00     21.76      0.00      0.00     78.24
12:11:07 PM     all      0.00      0.00     26.65      0.00      0.00     73.35
12:11:08 PM     all      0.00      0.00     26.57      0.00      0.00     73.43
12:11:09 PM     all      0.00      0.00     23.85      0.10      0.00     76.05
12:11:10 PM     all      0.00      0.00     21.41      0.00      0.00     78.59
12:11:11 PM     all      0.00      0.00     17.31      0.00      0.00     82.69
12:11:12 PM     all      0.22      0.00     13.62      0.00      0.00     86.16
12:11:13 PM     all      0.00      0.00     12.47      0.00      0.00     87.53
12:11:14 PM     all      0.10      0.00     13.92      0.10      0.00     85.88
12:11:15 PM     all      0.00      0.00     13.69      0.00      0.00     86.31
12:11:16 PM     all      0.00      0.00     13.91      0.00      0.00     86.09
12:11:17 PM     all      0.00      0.00     15.04      0.00      0.00     84.96
12:11:18 PM     all      0.00      0.00     15.41      0.00      0.00     84.59
12:11:19 PM     all      0.00      0.00     15.58      0.10      0.00     84.32
12:11:20 PM     all      0.00      0.00     15.07      0.00      0.00     84.93
12:11:21 PM     all      0.00      0.00     15.72      0.00      0.00     84.28
12:11:22 PM     all      0.00      0.00     15.29      0.00      0.00     84.71
12:11:23 PM     all      0.00      0.00     16.32      0.00      0.00     83.68
12:11:24 PM     all      0.10      0.00     15.89      0.10      0.00     83.92
Average:        all      0.03      0.00     16.93      0.02      0.00     83.02
