Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:39:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:39:58 AM     all      0.25      0.00     16.79      0.00      0.00     82.96
10:39:59 AM     all      0.08      0.00     15.05      0.00      0.00     84.87
10:40:00 AM     all      0.25      0.00     15.59      0.00      0.00     84.16
10:40:01 AM     all      0.17      0.00     16.32      0.00      0.00     83.52
10:40:02 AM     all      0.08      0.00     17.33      0.00      0.00     82.58
10:40:03 AM     all      0.08      0.00     16.02      0.08      0.00     83.81
10:40:04 AM     all      0.00      0.00     15.87      0.00      0.00     84.13
10:40:05 AM     all      0.17      0.00     16.15      0.00      0.00     83.69
10:40:06 AM     all      0.17      0.00     16.96      0.00      0.00     82.87
10:40:07 AM     all      0.00      0.00     16.54      0.00      0.00     83.46
10:40:08 AM     all      0.17      0.00     15.33      0.26      0.00     84.24
10:40:09 AM     all      0.17      0.00     16.83      0.00      0.00     83.00
10:40:10 AM     all      0.17      0.00     16.57      0.00      0.00     83.26
10:40:11 AM     all      0.08      0.00     16.69      0.00      0.00     83.22
10:40:12 AM     all      0.25      0.00     16.61      0.00      0.00     83.14
10:40:13 AM     all      0.17      0.00     16.31      0.25      0.00     83.26
10:40:14 AM     all      0.08      0.00     16.76      0.00      0.00     83.15
10:40:15 AM     all      0.09      0.00     15.99      0.00      0.00     83.93
10:40:16 AM     all      0.17      0.00     16.48      0.00      0.00     83.35
10:40:17 AM     all      0.00      0.00     16.41      0.00      0.00     83.59
10:40:18 AM     all      0.17      0.00     16.65      0.17      0.00     83.01
10:40:19 AM     all      0.00      0.00     16.67      0.00      0.00     83.33
10:40:20 AM     all      0.08      0.00     16.31      0.00      0.00     83.60
10:40:21 AM     all      0.08      0.00     16.46      0.00      0.00     83.46
10:40:22 AM     all      0.17      0.00     16.60      0.00      0.00     83.24
10:40:23 AM     all      0.09      0.00     16.44      0.09      0.00     83.39
10:40:24 AM     all      0.08      0.00     16.60      0.00      0.00     83.32
Average:        all      0.12      0.00     16.38      0.03      0.00     83.46
