Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:57:13 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:57:14 AM     all      0.08      0.00     18.86      0.00      0.00     81.06
10:57:15 AM     all      0.08      0.00     20.15      0.00      0.00     79.76
10:57:16 AM     all      0.17      0.00     20.40      0.00      0.00     79.43
10:57:17 AM     all      0.00      0.00     21.29      0.00      0.00     78.71
10:57:18 AM     all      0.08      0.00     21.40      0.00      0.00     78.51
10:57:19 AM     all      0.08      0.00     18.34      0.08      0.00     81.49
10:57:20 AM     all      0.42      0.00     16.25      0.00      0.00     83.33
10:57:21 AM     all      0.08      0.00     15.70      0.00      0.00     84.22
10:57:22 AM     all      0.00      0.00     15.46      0.00      0.00     84.54
10:57:23 AM     all      0.17      0.00     16.57      0.00      0.00     83.26
10:57:24 AM     all      0.08      0.00     15.61      0.00      0.00     84.30
10:57:25 AM     all      0.08      0.00     15.42      0.17      0.00     84.33
10:57:26 AM     all      0.00      0.00     16.04      0.00      0.00     83.96
10:57:27 AM     all      0.17      0.00     15.98      0.00      0.00     83.85
10:57:28 AM     all      0.09      0.00     14.80      0.00      0.00     85.12
10:57:29 AM     all      0.08      0.00     15.73      0.00      0.00     84.19
10:57:30 AM     all      0.17      0.00     14.94      0.08      0.00     84.80
10:57:31 AM     all      0.08      0.00     15.44      0.00      0.00     84.47
10:57:32 AM     all      0.08      0.00     15.81      0.00      0.00     84.10
10:57:33 AM     all      0.17      0.00     14.78      0.00      0.00     85.05
10:57:34 AM     all      0.00      0.00     14.91      0.00      0.00     85.09
10:57:35 AM     all      0.08      0.00     15.71      0.17      0.00     84.03
10:57:36 AM     all      0.17      0.00     15.40      0.00      0.00     84.43
10:57:37 AM     all      0.08      0.00     14.78      0.00      0.00     85.13
10:57:38 AM     all      0.00      0.00     16.08      0.00      0.00     83.92
10:57:39 AM     all      0.08      0.00     15.38      0.00      0.00     84.53
10:57:40 AM     all      0.25      0.00     14.70      0.08      0.00     84.96
Average:        all      0.11      0.00     16.52      0.02      0.00     83.35
