Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

12:03:47 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:03:48 PM     all      0.09      0.00     45.18      0.09      0.00     54.65
12:03:49 PM     all      0.17      0.00     47.92      0.00      0.00     51.91
12:03:50 PM     all      2.27      0.00     48.61      0.00      0.00     49.12
12:03:51 PM     all      0.17      0.00     48.37      0.00      0.00     51.46
12:03:52 PM     all      0.17      0.00     48.23      0.00      0.00     51.60
12:03:53 PM     all      0.17      0.00     47.22      0.00      0.00     52.60
12:03:54 PM     all      0.17      0.00     46.75      0.09      0.00     52.99
12:03:55 PM     all      0.25      0.00     47.51      0.00      0.00     52.24
12:03:56 PM     all      0.25      0.00     47.79      0.00      0.00     51.95
12:03:57 PM     all      0.25      0.00     48.50      0.00      0.00     51.25
12:03:58 PM     all      0.17      0.00     48.27      0.00      0.00     51.56
12:03:59 PM     all      0.08      0.00     49.63      0.16      0.00     50.12
12:04:00 PM     all      0.26      0.00     47.78      0.00      0.00     51.97
12:04:01 PM     all      0.08      0.00     48.74      0.00      0.00     51.17
12:04:02 PM     all      0.17      0.00     47.49      0.00      0.00     52.34
12:04:03 PM     all      0.25      0.00     48.16      0.00      0.00     51.59
12:04:04 PM     all      0.09      0.00     46.73      0.09      0.00     53.10
12:04:05 PM     all      0.25      0.00     47.77      0.00      0.00     51.98
12:04:06 PM     all      0.17      0.00     46.68      0.00      0.00     53.15
12:04:07 PM     all      0.08      0.00     47.99      0.00      0.00     51.93
12:04:08 PM     all      0.09      0.00     46.74      0.00      0.00     53.17
12:04:09 PM     all      0.00      0.00     47.36      0.00      0.00     52.64
12:04:10 PM     all      0.25      0.00     47.41      0.08      0.00     52.25
12:04:11 PM     all      0.25      0.00     47.60      0.00      0.00     52.14
12:04:12 PM     all      0.17      0.00     47.29      0.00      0.00     52.54
12:04:13 PM     all      0.17      0.00     47.19      0.00      0.00     52.64
12:04:14 PM     all      0.08      0.00     47.59      0.00      0.00     52.32
Average:        all      0.24      0.00     47.65      0.02      0.00     52.08
