Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

07:23:06 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:23:07 PM     all      0.35      0.00     45.33      0.00      0.00     54.31
07:23:08 PM     all      0.17      0.00     47.14      0.00      0.00     52.69
07:23:09 PM     all      0.09      0.00     47.70      0.00      0.00     52.21
07:23:10 PM     all      0.17      0.00     47.31      0.00      0.00     52.52
07:23:11 PM     all      0.17      0.00     48.23      0.00      0.00     51.60
07:23:12 PM     all      0.00      0.00     48.13      0.00      0.00     51.87
07:23:13 PM     all      0.17      0.00     47.58      0.00      0.00     52.25
07:23:14 PM     all      0.17      0.00     48.54      0.00      0.00     51.30
07:23:15 PM     all      0.26      0.00     47.35      0.00      0.00     52.39
07:23:16 PM     all      0.08      0.00     48.28      0.00      0.00     51.63
07:23:17 PM     all      0.08      0.00     48.14      0.08      0.00     51.69
07:23:18 PM     all      0.26      0.00     47.19      0.00      0.00     52.56
07:23:19 PM     all      0.26      0.00     47.36      0.00      0.00     52.39
07:23:20 PM     all      0.26      0.00     47.22      0.00      0.00     52.52
07:23:21 PM     all      0.34      0.00     47.42      0.00      0.00     52.24
07:23:22 PM     all      0.09      0.00     47.05      0.43      0.00     52.44
07:23:23 PM     all      0.17      0.00     47.58      0.00      0.00     52.25
07:23:24 PM     all      0.17      0.00     47.41      0.00      0.00     52.42
07:23:25 PM     all      0.09      0.00     47.04      0.00      0.00     52.87
07:23:26 PM     all      0.35      0.00     46.51      0.00      0.00     53.15
07:23:27 PM     all      0.09      0.00     46.64      0.09      0.00     53.19
07:23:28 PM     all      0.25      0.00     47.80      0.00      0.00     51.95
07:23:29 PM     all      0.17      0.00     47.40      0.00      0.00     52.43
07:23:30 PM     all      0.25      0.00     48.10      0.00      0.00     51.64
07:23:31 PM     all      0.17      0.00     46.80      0.00      0.00     53.02
07:23:32 PM     all      0.17      0.00     48.41      0.00      0.00     51.43
07:23:33 PM     all      0.25      0.00     48.08      0.00      0.00     51.67
Average:        all      0.19      0.00     47.48      0.02      0.00     52.31
