Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:38:58 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:38:59 AM     all      0.09      0.00     15.70      0.00      0.00     84.22
10:39:00 AM     all      0.18      0.00     14.07      0.00      0.00     85.75
10:39:01 AM     all      0.18      0.00     13.84      0.18      0.00     85.80
10:39:02 AM     all      0.18      0.00     14.29      0.00      0.00     85.54
10:39:03 AM     all      0.18      0.00     13.60      0.00      0.00     86.22
10:39:04 AM     all      0.18      0.00     14.00      0.00      0.00     85.83
10:39:05 AM     all      0.00      0.00     14.24      0.00      0.00     85.76
10:39:06 AM     all      0.18      0.00     14.06      0.09      0.00     85.68
10:39:07 AM     all      0.00      0.00     14.00      0.00      0.00     86.00
10:39:08 AM     all      0.09      0.00     13.27      0.00      0.00     86.64
10:39:09 AM     all      0.00      0.00     15.18      0.00      0.00     84.82
10:39:10 AM     all      0.18      0.00     13.52      0.00      0.00     86.31
10:39:11 AM     all      0.09      0.00     14.11      0.18      0.00     85.63
10:39:12 AM     all      0.09      0.00     13.30      0.00      0.00     86.61
10:39:13 AM     all      0.27      0.00     13.29      0.00      0.00     86.45
10:39:14 AM     all      0.00      0.00     14.06      0.00      0.00     85.94
10:39:15 AM     all      0.09      0.00     14.01      0.00      0.00     85.90
10:39:16 AM     all      0.09      0.00     13.44      0.00      0.00     86.47
10:39:17 AM     all      0.09      0.00     13.54      0.18      0.00     86.19
10:39:18 AM     all      0.09      0.00     13.53      0.00      0.00     86.38
10:39:19 AM     all      0.18      0.00     14.21      0.00      0.00     85.61
10:39:20 AM     all      0.00      0.00     14.25      0.00      0.00     85.75
10:39:21 AM     all      0.00      0.00     14.10      0.00      0.00     85.90
10:39:22 AM     all      0.18      0.00     14.22      0.09      0.00     85.51
10:39:23 AM     all      0.00      0.00     13.40      0.00      0.00     86.60
10:39:24 AM     all      0.18      0.00     12.79      0.00      0.00     87.03
10:39:25 AM     all      0.18      0.00     13.80      0.00      0.00     86.03
Average:        all      0.11      0.00     13.92      0.03      0.00     85.94
