Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:28:10 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:28:11 AM     all      0.09      0.00     44.08      0.00      0.00     55.83
11:28:12 AM     all      0.25      0.00     46.25      0.00      0.00     53.50
11:28:13 AM     all      0.25      0.00     47.55      0.00      0.00     52.20
11:28:14 AM     all      0.17      0.00     47.61      0.09      0.00     52.13
11:28:15 AM     all      0.17      0.00     47.78      0.00      0.00     52.05
11:28:16 AM     all      0.09      0.00     48.03      0.00      0.00     51.88
11:28:17 AM     all      0.08      0.00     48.52      0.00      0.00     51.39
11:28:18 AM     all      0.17      0.00     47.96      0.00      0.00     51.87
11:28:19 AM     all      0.26      0.00     47.96      0.00      0.00     51.79
11:28:20 AM     all      0.17      0.00     47.85      0.00      0.00     51.98
11:28:21 AM     all      0.09      0.00     47.50      0.00      0.00     52.41
11:28:22 AM     all      0.17      0.00     48.13      0.00      0.00     51.70
11:28:23 AM     all      0.17      0.00     48.44      0.00      0.00     51.39
11:28:24 AM     all      0.25      0.00     48.70      0.08      0.00     50.96
11:28:25 AM     all      0.17      0.00     47.80      0.00      0.00     52.03
11:28:26 AM     all      0.26      0.00     47.49      0.00      0.00     52.26
11:28:27 AM     all      0.17      0.00     48.40      0.00      0.00     51.44
11:28:28 AM     all      0.08      0.00     49.12      0.00      0.00     50.79
11:28:29 AM     all      0.17      0.00     47.47      0.00      0.00     52.36
11:28:30 AM     all      0.25      0.00     49.46      0.08      0.00     50.21
11:28:31 AM     all      0.26      0.00     48.09      0.00      0.00     51.66
11:28:32 AM     all      0.25      0.00     48.44      0.00      0.00     51.31
11:28:33 AM     all      0.09      0.00     48.12      0.00      0.00     51.79
11:28:34 AM     all      0.25      0.00     48.52      0.00      0.00     51.23
11:28:35 AM     all      0.08      0.00     49.41      0.00      0.00     50.50
11:28:36 AM     all      0.09      0.00     47.86      0.00      0.00     52.06
11:28:37 AM     all      0.26      0.00     47.91      0.00      0.00     51.83
Average:        all      0.18      0.00     47.95      0.01      0.00     51.87
