Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

04:12:45 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:12:46 PM     all      0.17      0.00      3.94      0.00      0.00     95.89
04:12:47 PM     all      0.09      0.00      3.96      0.00      0.00     95.95
04:12:48 PM     all      0.18      0.00      3.89      0.09      0.00     95.84
04:12:49 PM     all      0.09      0.00      3.81      0.00      0.00     96.10
04:12:50 PM     all      0.00      0.00      4.24      0.00      0.00     95.76
04:12:51 PM     all      0.18      0.00      4.15      0.00      0.00     95.68
04:12:52 PM     all      0.09      0.00      3.99      0.00      0.00     95.93
04:12:53 PM     all      0.09      0.00      3.82      0.00      0.00     96.09
04:12:54 PM     all      0.00      0.00      4.34      0.18      0.00     95.48
04:12:55 PM     all      0.00      0.00      4.68      0.00      0.00     95.32
04:12:56 PM     all      0.00      0.00      4.43      0.00      0.00     95.57
04:12:57 PM     all      0.00      0.00      3.91      0.00      0.00     96.09
04:12:58 PM     all      0.09      0.00      3.74      0.00      0.00     96.17
04:12:59 PM     all      0.18      0.00      3.65      0.18      0.00     95.99
04:13:00 PM     all      0.09      0.00      4.36      0.00      0.00     95.55
04:13:01 PM     all      0.00      0.00      4.35      0.00      0.00     95.65
04:13:02 PM     all      0.09      0.00      4.68      0.00      0.00     95.23
04:13:03 PM     all      0.00      0.00      4.67      0.00      0.00     95.33
04:13:04 PM     all      0.09      0.00      4.32      0.18      0.00     95.42
04:13:05 PM     all      0.09      0.00      4.68      0.00      0.00     95.23
04:13:06 PM     all      0.09      0.00      4.63      0.00      0.00     95.28
04:13:07 PM     all      0.09      0.00      4.54      0.00      0.00     95.37
04:13:08 PM     all      0.00      0.00      4.96      0.00      0.00     95.04
04:13:09 PM     all      0.00      0.00      4.80      0.00      0.00     95.20
04:13:10 PM     all      0.09      0.00      5.12      0.09      0.00     94.70
04:13:11 PM     all      0.00      0.00      4.96      0.00      0.00     95.04
04:13:12 PM     all      0.18      0.00      5.12      0.00      0.00     94.70
Average:        all      0.07      0.00      4.36      0.03      0.00     95.54
