Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

06:57:23 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:57:24 PM     all      0.09      0.00     44.86      0.17      0.00     54.88
06:57:25 PM     all      0.17      0.00     46.84      0.00      0.00     52.99
06:57:26 PM     all      0.17      0.00     46.80      0.00      0.00     53.03
06:57:27 PM     all      0.08      0.00     46.69      0.00      0.00     53.22
06:57:28 PM     all      0.17      0.00     45.42      0.00      0.00     54.41
06:57:29 PM     all      0.09      0.00     45.18      0.00      0.00     54.73
06:57:30 PM     all      0.26      0.00     45.65      0.00      0.00     54.10
06:57:31 PM     all      0.08      0.00     46.13      0.00      0.00     53.78
06:57:32 PM     all      0.09      0.00     45.96      0.00      0.00     53.96
06:57:33 PM     all      0.17      0.00     46.15      0.00      0.00     53.68
06:57:34 PM     all      0.09      0.00     45.77      0.26      0.00     53.89
06:57:35 PM     all      0.17      0.00     46.36      0.00      0.00     53.47
06:57:36 PM     all      0.09      0.00     45.28      0.00      0.00     54.63
06:57:37 PM     all      0.09      0.00     45.45      0.00      0.00     54.46
06:57:38 PM     all      0.26      0.00     45.78      0.00      0.00     53.96
06:57:39 PM     all      0.34      0.00     46.96      0.00      0.00     52.70
06:57:40 PM     all      0.17      0.00     46.16      0.00      0.00     53.67
06:57:41 PM     all      0.17      0.00     46.46      0.00      0.00     53.37
06:57:42 PM     all      0.17      0.00     45.66      0.00      0.00     54.17
06:57:43 PM     all      0.09      0.00     45.54      0.00      0.00     54.37
06:57:44 PM     all      0.17      0.00     46.26      0.00      0.00     53.57
06:57:45 PM     all      0.17      0.00     45.35      0.00      0.00     54.48
06:57:46 PM     all      0.17      0.00     44.98      0.00      0.00     54.85
06:57:47 PM     all      0.17      0.00     45.37      0.00      0.00     54.46
06:57:48 PM     all      0.17      0.00     44.59      0.00      0.00     55.24
06:57:49 PM     all      0.09      0.00     44.21      0.00      0.00     55.70
06:57:50 PM     all      1.92      0.00     44.59      0.09      0.00     53.40
Average:        all      0.22      0.00     45.73      0.02      0.00     54.04
