Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

07:53:17 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:53:18 PM     all      0.10      0.00     27.33      0.00      0.00     72.57
07:53:19 PM     all      0.33      0.00     18.59      0.11      0.00     80.97
07:53:20 PM     all      0.43      0.00     17.47      0.00      0.00     82.11
07:53:21 PM     all      0.11      0.00     15.32      0.00      0.00     84.57
07:53:22 PM     all      0.21      0.00     14.93      0.00      0.00     84.86
07:53:23 PM     all      0.00      0.00     16.39      0.00      0.00     83.61
07:53:24 PM     all      0.11      0.00     15.13      0.00      0.00     84.77
07:53:25 PM     all      0.10      0.00     22.04      0.21      0.00     77.65
07:53:26 PM     all      0.21      0.00     20.79      0.00      0.00     79.01
07:53:27 PM     all      0.10      0.00     15.18      0.00      0.00     84.72
07:53:28 PM     all      0.00      0.00     19.51      0.00      0.00     80.49
07:53:29 PM     all      0.10      0.00     19.18      0.00      0.00     80.72
07:53:30 PM     all      0.00      0.00     18.23      0.00      0.00     81.77
07:53:31 PM     all      0.00      0.00     18.62      0.11      0.00     81.27
07:53:32 PM     all      0.21      0.00     16.68      0.00      0.00     83.10
07:53:33 PM     all      0.00      0.00     16.98      0.00      0.00     83.02
07:53:34 PM     all      0.00      0.00     17.86      0.00      0.00     82.14
07:53:35 PM     all      0.41      0.00     22.21      0.00      0.00     77.38
07:53:36 PM     all      0.31      0.00     19.92      0.10      0.00     79.67
07:53:37 PM     all      0.00      0.00     17.73      0.00      0.00     82.27
07:53:38 PM     all      0.31      0.00     22.46      0.00      0.00     77.23
07:53:39 PM     all      0.21      0.00     14.59      0.00      0.00     85.19
07:53:40 PM     all      0.00      0.00     13.82      0.00      0.00     86.18
07:53:41 PM     all      0.11      0.00     13.85      0.00      0.00     86.04
07:53:42 PM     all      0.11      0.00     15.99      0.00      0.00     83.90
07:53:43 PM     all      0.21      0.00     15.98      0.00      0.00     83.81
07:53:44 PM     all      0.21      0.00     15.73      0.00      0.00     84.05
Average:        all      0.14      0.00     17.91      0.02      0.00     81.93
