21 157.8017
22 176.1616
23 168.2968
24 158.8593
25 243.2691
26 364.3798
27 450.8890
28 616.0378
29 997.7201
30 900.2034
31 579.2201
32 695.8714
33 717.2281
34 721.4188
35 829.3183
36 844.2117
37 846.2381
38 832.5036
39 898.6638
40 968.3289
41 960.5657
42 1013.4112
43 1133.5016
44 1363.1065
45 1731.7077
46 1859.1978
47 2254.8950
48 2966.3918
49 3183.4990
50 1891.1125
51 1635.7786
52 1717.5469
53 1716.5876
54 1711.7507
55 1736.4419
56 1863.8438
57 1799.9375
58 1784.3754
59 1777.6279
60 1731.2007
61 1741.2388
62 1809.0104
63 1875.0883
64 1827.0706
65 2067.2676
66 2625.1468
67 664.7879
68 418.3814
69 356.5162
70 325.0755
71 370.6675
72 344.9815
73 330.8247
74 321.9032
75 314.0576
76 334.4887
77 432.0211
78 448.2685
79 558.8910
80 604.7121
81 732.8143
82 874.5098
83 1077.3052
84 1073.8514
85 1054.8242
86 1232.0879
87 1388.8403
88 1420.2948
89 1386.2064
90 1397.1943
91 1746.6458
92 2024.4196
93 2185.8541
94 2687.3874
95 3075.4734
96 3451.5924
97 4098.9280
98 4359.4591
99 5270.2983
100 6260.1474
101 6356.7571
102 6282.0343
103 6365.2892
104 6353.4173
105 6310.3367
106 6315.9965
107 6264.8426
108 6278.6471
109 6244.4324
110 5960.5766
111 5887.3245
112 5931.7921
113 5780.1712
114 5866.5657
115 8596.0112
