11 1353.9868
12 2558.9061
13 2704.7590
14 2520.5120
15 2403.1940
16 2136.0934
17 2008.8065
18 1764.6140
19 1657.8819
20 1564.4940
21 1548.6972
22 1636.8075
23 1784.8437
24 2204.1269
25 2552.3437
26 2723.6762
27 2723.4637
28 2689.2883
29 2683.2711
30 2321.4683
31 2453.7807
32 2493.2220
33 2425.6474
34 2453.9760
35 2472.4829
36 2441.8678
37 2435.1641
38 2427.5119
39 2452.3284
40 2394.6464
41 2434.1071
42 2508.6879
43 2514.9683
44 2609.6632
45 2426.1285
46 2315.1529
47 2313.4224
48 2713.4825
49 2934.4194
50 2620.6081
51 1515.2044
52 1522.3892
53 1625.4456
54 1621.6768
55 1703.8292
56 1755.8423
57 1741.1604
58 1852.8505
59 1902.0370
60 1948.7824
61 1935.7023
62 1942.5162
63 1902.6412
64 1992.3454
65 2119.8893
66 2773.5663
67 3639.6373
68 5614.0213
69 6083.8745
70 6070.6193
71 5939.6588
72 5806.4896
73 5894.0044
74 5989.3823
75 6042.4675
76 6048.1259
77 6062.4755
78 6071.6275
79 6067.5754
80 5821.6765
81 5694.4567
82 5512.0664
83 5333.8592
84 5316.0836
85 5356.1530
86 5253.2554
87 5077.9578
88 5188.0843
89 5151.1244
90 4977.3646
91 4936.7205
92 4789.3469
93 4703.8555
94 4563.7072
95 3681.5467
96 3555.8188
97 2845.9583
98 2429.8599
99 2393.8103
100 1313.8119
101 1097.0903
102 1143.4721
103 1128.2712
104 1141.1445
105 1224.9842
106 1202.7564
107 1260.8698
108 1270.3473
109 1273.4586
110 1253.0333
111 1267.7474
112 1329.5930
113 1317.0932
114 1256.8277
115 1496.1842
