Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

04:25:39 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:25:40 PM     all      0.18      0.00      4.16      0.00      0.00     95.66
04:25:41 PM     all      0.09      0.00      4.34      0.18      0.00     95.39
04:25:42 PM     all      0.09      0.00      5.01      0.00      0.00     94.90
04:25:43 PM     all      0.00      0.00      3.84      0.00      0.00     96.16
04:25:44 PM     all      0.09      0.00      5.10      0.00      0.00     94.81
04:25:45 PM     all      0.09      0.00      4.77      0.00      0.00     95.14
04:25:46 PM     all      0.09      0.00      4.19      0.00      0.00     95.72
04:25:47 PM     all      0.09      0.00      4.19      0.09      0.00     95.64
04:25:48 PM     all      0.18      0.00      4.44      0.00      0.00     95.38
04:25:49 PM     all      0.09      0.00      4.62      0.00      0.00     95.29
04:25:50 PM     all      0.09      0.00      4.36      0.00      0.00     95.55
04:25:51 PM     all      0.00      0.00      4.53      0.00      0.00     95.47
04:25:52 PM     all      0.09      0.00      4.69      0.18      0.00     95.04
04:25:53 PM     all      0.00      0.00      4.29      0.00      0.00     95.71
04:25:54 PM     all      0.18      0.00      4.54      0.00      0.00     95.28
04:25:55 PM     all      0.09      0.00      5.03      0.00      0.00     94.88
04:25:56 PM     all      0.09      0.00      4.80      0.00      0.00     95.11
04:25:57 PM     all      0.09      0.00      4.61      0.18      0.00     95.12
04:25:58 PM     all      0.09      0.00      4.61      0.00      0.00     95.31
04:25:59 PM     all      0.09      0.00      5.11      0.00      0.00     94.80
04:26:00 PM     all      0.00      0.00      4.88      0.00      0.00     95.12
04:26:01 PM     all      0.09      0.00      4.30      0.00      0.00     95.61
04:26:02 PM     all      0.09      0.00      4.82      0.18      0.00     94.92
04:26:03 PM     all      0.09      0.00      5.24      0.00      0.00     94.67
04:26:04 PM     all      0.00      0.00      5.09      0.00      0.00     94.91
04:26:05 PM     all      0.09      0.00      5.24      0.00      0.00     94.67
04:26:06 PM     all      0.09      0.00      4.66      0.00      0.00     95.25
Average:        all      0.08      0.00      4.65      0.03      0.00     95.24
