Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:40:46 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:40:47 AM     all      0.18      0.00     12.39      0.00      0.00     87.43
10:40:48 AM     all      0.00      0.00     13.34      0.00      0.00     86.66
10:40:49 AM     all      0.00      0.00     12.89      0.27      0.00     86.84
10:40:50 AM     all      0.18      0.00     12.14      0.00      0.00     87.68
10:40:51 AM     all      0.00      0.00     13.96      0.00      0.00     86.04
10:40:52 AM     all      0.09      0.00     13.96      0.00      0.00     85.95
10:40:53 AM     all      0.18      0.00     13.22      0.00      0.00     86.60
10:40:54 AM     all      0.18      0.00     13.97      0.18      0.00     85.68
10:40:55 AM     all      0.18      0.00     12.06      0.00      0.00     87.76
10:40:56 AM     all      0.18      0.00     13.73      0.00      0.00     86.09
10:40:57 AM     all      0.09      0.00     12.91      0.00      0.00     87.00
10:40:58 AM     all      0.18      0.00     12.91      0.00      0.00     86.91
10:40:59 AM     all      0.09      0.00     12.99      0.09      0.00     86.83
10:41:00 AM     all      0.09      0.00     12.82      0.00      0.00     87.09
10:41:01 AM     all      0.18      0.00     12.98      0.00      0.00     86.84
10:41:02 AM     all      0.18      0.00     13.13      0.00      0.00     86.69
10:41:03 AM     all      0.09      0.00     13.02      0.00      0.00     86.89
10:41:04 AM     all      0.09      0.00     13.08      0.18      0.00     86.65
10:41:05 AM     all      0.00      0.00     12.70      0.00      0.00     87.30
10:41:06 AM     all      0.09      0.00     13.30      0.00      0.00     86.61
10:41:07 AM     all      0.09      0.00     13.45      0.00      0.00     86.46
10:41:08 AM     all      0.09      0.00     12.23      0.00      0.00     87.68
10:41:09 AM     all      0.09      0.00     13.60      0.09      0.00     86.22
10:41:10 AM     all      0.18      0.00     13.29      0.00      0.00     86.54
10:41:11 AM     all      0.00      0.00     13.22      0.00      0.00     86.78
10:41:12 AM     all      0.09      0.00     12.78      0.00      0.00     87.13
10:41:13 AM     all      0.09      0.00     13.40      0.00      0.00     86.51
Average:        all      0.11      0.00     13.09      0.03      0.00     86.77
