Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

12:07:42 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:07:43 PM     all      0.26      0.00     45.40      0.00      0.00     54.34
12:07:44 PM     all      0.00      0.00     46.92      0.00      0.00     53.08
12:07:45 PM     all      0.17      0.00     46.28      0.00      0.00     53.55
12:07:46 PM     all      0.17      0.00     46.68      0.00      0.00     53.15
12:07:47 PM     all      0.17      0.00     46.46      0.09      0.00     53.28
12:07:48 PM     all      0.17      0.00     47.04      0.00      0.00     52.79
12:07:49 PM     all      0.17      0.00     46.55      0.00      0.00     53.28
12:07:50 PM     all      1.98      0.00     46.60      0.00      0.00     51.42
12:07:51 PM     all      0.26      0.00     46.76      0.00      0.00     52.99
12:07:52 PM     all      0.34      0.00     46.50      0.00      0.00     53.16
12:07:53 PM     all      0.17      0.00     46.64      0.00      0.00     53.19
12:07:54 PM     all      0.17      0.00     46.82      0.00      0.00     53.01
12:07:55 PM     all      0.17      0.00     47.47      0.00      0.00     52.36
12:07:56 PM     all      0.09      0.00     46.40      0.00      0.00     53.51
12:07:57 PM     all      0.26      0.00     45.98      0.00      0.00     53.76
12:07:58 PM     all      0.34      0.00     46.21      0.00      0.00     53.45
12:07:59 PM     all      0.26      0.00     46.50      0.00      0.00     53.24
12:08:00 PM     all      0.17      0.00     46.12      0.00      0.00     53.71
12:08:01 PM     all      0.08      0.00     47.60      0.00      0.00     52.31
12:08:02 PM     all      0.17      0.00     47.95      0.00      0.00     51.89
12:08:03 PM     all      0.16      0.00     48.86      0.00      0.00     50.98
12:08:04 PM     all      0.16      0.00     49.56      0.00      0.00     50.28
12:08:05 PM     all      0.38      0.00     50.49      0.00      0.00     49.13
12:08:06 PM     all      0.30      0.00     51.15      0.00      0.00     48.55
12:08:07 PM     all      0.22      0.00     50.22      0.00      0.00     49.55
12:08:08 PM     all      0.23      0.00     49.22      0.00      0.00     50.55
12:08:09 PM     all      0.16      0.00     48.96      0.16      0.00     50.72
Average:        all      0.26      0.00     47.52      0.01      0.00     52.20
