Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

11:25:43 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:25:44 AM     all      0.10      0.00     26.88      0.00      0.00     73.02
11:25:45 AM     all      0.33      0.00     16.72      0.11      0.00     82.83
11:25:46 AM     all      0.00      0.00     13.26      0.00      0.00     86.74
11:25:47 AM     all      0.00      0.00     13.69      0.00      0.00     86.31
11:25:48 AM     all      0.00      0.00     13.98      0.00      0.00     86.02
11:25:49 AM     all      0.00      0.00     14.65      0.00      0.00     85.35
11:25:50 AM     all      0.00      0.00     15.69      0.10      0.00     84.21
11:25:51 AM     all      0.00      0.00     15.88      0.00      0.00     84.12
11:25:52 AM     all      0.00      0.00     16.39      0.00      0.00     83.61
11:25:53 AM     all      0.00      0.00     18.42      0.00      0.00     81.58
11:25:54 AM     all      0.00      0.00     16.63      0.00      0.00     83.37
11:25:55 AM     all      0.00      0.00     15.47      0.00      0.00     84.53
11:25:56 AM     all      0.00      0.00     14.64      0.10      0.00     85.26
11:25:57 AM     all      0.00      0.00     12.72      0.00      0.00     87.28
11:25:58 AM     all      0.00      0.00     11.04      0.00      0.00     88.96
11:25:59 AM     all      0.10      0.00     10.61      0.00      0.00     89.29
11:26:00 AM     all      0.10      0.00     10.34      0.00      0.00     89.56
11:26:01 AM     all      0.00      0.00     11.36      0.00      0.00     88.64
11:26:02 AM     all      0.00      0.00     12.01      0.10      0.00     87.89
11:26:03 AM     all      0.10      0.00     11.05      0.00      0.00     88.86
11:26:04 AM     all      0.00      0.00     10.07      0.00      0.00     89.93
11:26:05 AM     all      0.00      0.00      9.84      0.00      0.00     90.16
11:26:06 AM     all      0.00      0.00     10.65      0.00      0.00     89.35
11:26:07 AM     all      0.00      0.00     11.04      0.00      0.00     88.96
11:26:08 AM     all      0.10      0.00     11.49      0.20      0.00     88.21
11:26:09 AM     all      0.00      0.00     11.09      0.00      0.00     88.91
11:26:10 AM     all      0.00      0.00     13.76      0.00      0.00     86.24
Average:        all      0.03      0.00     13.63      0.02      0.00     86.32
