Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

12:03:48 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:03:49 PM     all      0.00      0.00     17.61      0.00      0.00     82.39
12:03:50 PM     all      0.44      0.00     13.99      0.11      0.00     85.46
12:03:51 PM     all      0.10      0.00     14.38      0.00      0.00     85.52
12:03:52 PM     all      0.00      0.00     15.56      0.00      0.00     84.44
12:03:53 PM     all      0.21      0.00     15.95      0.00      0.00     83.85
12:03:54 PM     all      0.10      0.00     15.38      0.00      0.00     84.51
12:03:55 PM     all      0.21      0.00     14.82      0.00      0.00     84.97
12:03:56 PM     all      0.21      0.00     16.46      0.10      0.00     83.23
12:03:57 PM     all      0.10      0.00     14.91      0.00      0.00     84.99
12:03:58 PM     all      0.00      0.00     13.18      0.00      0.00     86.82
12:03:59 PM     all      0.10      0.00     22.77      0.00      0.00     77.13
12:04:00 PM     all      0.00      0.00     22.42      0.00      0.00     77.58
12:04:01 PM     all      0.21      0.00     14.12      0.21      0.00     85.46
12:04:02 PM     all      0.11      0.00     14.12      0.00      0.00     85.77
12:04:03 PM     all      0.21      0.00     13.83      0.00      0.00     85.96
12:04:04 PM     all      0.10      0.00     15.02      0.00      0.00     84.88
12:04:05 PM     all      0.21      0.00     14.11      0.00      0.00     85.68
12:04:06 PM     all      0.00      0.00     14.18      0.11      0.00     85.71
12:04:07 PM     all      0.10      0.00     15.26      0.00      0.00     84.63
12:04:08 PM     all      0.10      0.00     15.25      0.00      0.00     84.65
12:04:09 PM     all      0.00      0.00     15.00      0.00      0.00     85.00
12:04:10 PM     all      0.10      0.00     15.12      0.00      0.00     84.78
12:04:11 PM     all      0.10      0.00     15.03      0.10      0.00     84.76
12:04:12 PM     all      0.10      0.00     14.59      0.00      0.00     85.31
12:04:13 PM     all      0.10      0.00     15.30      0.00      0.00     84.60
12:04:14 PM     all      0.00      0.00     14.42      0.00      0.00     85.58
12:04:15 PM     all      0.10      0.00     14.59      0.00      0.00     85.31
Average:        all      0.11      0.00     15.47      0.02      0.00     84.39
