Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:55:03 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:55:04 AM     all      7.61      0.00     18.70      0.34      0.00     73.35
10:55:05 AM     all      1.93      0.00     19.58      0.17      0.00     78.32
10:55:06 AM     all      0.25      0.00     15.74      0.00      0.00     84.01
10:55:07 AM     all      0.08      0.00     16.37      0.00      0.00     83.54
10:55:08 AM     all      0.08      0.00     16.09      0.00      0.00     83.82
10:55:09 AM     all      0.00      0.00     16.44      0.00      0.00     83.56
10:55:10 AM     all      0.25      0.00     15.21      0.17      0.00     84.37
10:55:11 AM     all      0.08      0.00     16.74      0.00      0.00     83.18
10:55:12 AM     all      0.08      0.00     17.00      0.00      0.00     82.92
10:55:13 AM     all      0.09      0.00     15.31      0.00      0.00     84.61
10:55:14 AM     all      0.09      0.00     14.87      0.00      0.00     85.04
10:55:15 AM     all      0.08      0.00     15.57      0.08      0.00     84.26
10:55:16 AM     all      0.17      0.00     15.64      0.00      0.00     84.19
10:55:17 AM     all      0.00      0.00     15.95      0.00      0.00     84.05
10:55:18 AM     all      0.08      0.00     15.74      0.00      0.00     84.18
10:55:19 AM     all      0.08      0.00     15.42      0.00      0.00     84.49
10:55:20 AM     all      0.17      0.00     14.98      0.17      0.00     84.68
10:55:21 AM     all      0.00      0.00     15.31      0.00      0.00     84.69
10:55:22 AM     all      0.08      0.00     15.72      0.00      0.00     84.19
10:55:23 AM     all      0.09      0.00     15.05      0.00      0.00     84.86
10:55:24 AM     all      0.08      0.00     15.35      0.00      0.00     84.56
10:55:25 AM     all      0.08      0.00     15.50      0.08      0.00     84.34
10:55:26 AM     all      0.08      0.00     16.62      0.00      0.00     83.29
10:55:27 AM     all      0.08      0.00     15.50      0.00      0.00     84.42
10:55:28 AM     all      0.17      0.00     14.27      0.00      0.00     85.55
10:55:29 AM     all      0.09      0.00     15.40      0.00      0.00     84.51
10:55:30 AM     all      0.08      0.00     16.47      0.08      0.00     83.36
Average:        all      0.44      0.00     15.95      0.04      0.00     83.56
