Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:36:55 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:36:56 AM     all      0.33      0.00     47.20      0.00      0.00     52.47
11:36:57 AM     all      0.25      0.00     48.08      0.00      0.00     51.67
11:36:58 AM     all      0.08      0.00     47.92      0.00      0.00     52.00
11:36:59 AM     all      0.17      0.00     47.25      0.00      0.00     52.58
11:37:00 AM     all      0.25      0.00     48.30      0.08      0.00     51.36
11:37:01 AM     all      0.25      0.00     48.83      0.00      0.00     50.92
11:37:02 AM     all      0.17      0.00     48.86      0.00      0.00     50.97
11:37:03 AM     all      0.25      0.00     49.11      0.00      0.00     50.63
11:37:04 AM     all      0.08      0.00     48.94      0.00      0.00     50.97
11:37:05 AM     all      0.26      0.00     48.12      0.17      0.00     51.45
11:37:06 AM     all      0.17      0.00     49.17      0.00      0.00     50.67
11:37:07 AM     all      0.17      0.00     48.62      0.00      0.00     51.21
11:37:08 AM     all      0.25      0.00     48.53      0.00      0.00     51.22
11:37:09 AM     all      0.17      0.00     48.65      0.00      0.00     51.18
11:37:10 AM     all      0.34      0.00     47.57      0.00      0.00     52.09
11:37:11 AM     all      0.17      0.00     48.35      0.00      0.00     51.48
11:37:12 AM     all      0.09      0.00     48.21      0.00      0.00     51.70
11:37:13 AM     all      0.17      0.00     48.05      0.00      0.00     51.78
11:37:14 AM     all      0.25      0.00     47.24      0.00      0.00     52.51
11:37:15 AM     all      0.25      0.00     48.97      0.00      0.00     50.78
11:37:16 AM     all      0.08      0.00     48.18      0.00      0.00     51.73
11:37:17 AM     all      0.00      0.00     48.91      0.00      0.00     51.09
11:37:18 AM     all      0.16      0.00     49.47      0.00      0.00     50.37
11:37:19 AM     all      0.16      0.00     50.68      0.00      0.00     49.16
11:37:20 AM     all      0.16      0.00     50.28      0.00      0.00     49.56
11:37:21 AM     all      0.08      0.00     49.35      0.08      0.00     50.49
11:37:22 AM     all      0.08      0.00     49.26      0.00      0.00     50.66
Average:        all      0.18      0.00     48.61      0.01      0.00     51.20
