Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:39:58 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:39:59 AM     all      0.09      0.00     12.93      0.00      0.00     86.98
10:40:00 AM     all      0.18      0.00     12.46      0.00      0.00     87.37
10:40:01 AM     all      0.18      0.00     13.47      0.09      0.00     86.27
10:40:02 AM     all      0.18      0.00     12.76      0.00      0.00     87.07
10:40:03 AM     all      0.09      0.00     12.97      0.00      0.00     86.94
10:40:04 AM     all      0.00      0.00     12.38      0.00      0.00     87.62
10:40:05 AM     all      0.18      0.00     12.58      0.00      0.00     87.24
10:40:06 AM     all      0.09      0.00     12.58      0.00      0.00     87.33
10:40:07 AM     all      0.09      0.00     12.21      0.09      0.00     87.61
10:40:08 AM     all      0.18      0.00     12.88      0.00      0.00     86.94
10:40:09 AM     all      0.18      0.00     12.56      0.00      0.00     87.27
10:40:10 AM     all      0.09      0.00     12.41      0.00      0.00     87.50
10:40:11 AM     all      0.18      0.00     12.87      0.00      0.00     86.96
10:40:12 AM     all      0.27      0.00     12.92      0.00      0.00     86.81
10:40:13 AM     all      0.00      0.00     12.82      0.18      0.00     87.00
10:40:14 AM     all      0.18      0.00     12.70      0.00      0.00     87.12
10:40:15 AM     all      0.00      0.00     13.54      0.00      0.00     86.46
10:40:16 AM     all      0.09      0.00     12.95      0.00      0.00     86.96
10:40:17 AM     all      0.18      0.00     12.95      0.00      0.00     86.87
10:40:18 AM     all      0.18      0.00     12.95      0.00      0.00     86.87
10:40:19 AM     all      0.00      0.00     12.90      0.09      0.00     87.01
10:40:20 AM     all      0.27      0.00     12.39      0.00      0.00     87.34
10:40:21 AM     all      0.00      0.00     12.89      0.00      0.00     87.11
10:40:22 AM     all      0.09      0.00     12.25      0.00      0.00     87.66
10:40:23 AM     all      0.18      0.00     13.44      0.00      0.00     86.38
10:40:24 AM     all      0.09      0.00     13.59      0.00      0.00     86.32
10:40:25 AM     all      0.27      0.00     12.50      0.09      0.00     87.14
Average:        all      0.13      0.00     12.81      0.02      0.00     87.04
