Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:54:17 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:54:18 AM     all      0.18      0.00     15.24      0.00      0.00     84.58
10:54:19 AM     all      0.18      0.00     15.59      0.00      0.00     84.23
10:54:20 AM     all      0.09      0.00     15.26      0.18      0.00     84.47
10:54:21 AM     all      0.09      0.00     13.56      0.00      0.00     86.36
10:54:22 AM     all      0.18      0.00     12.63      0.00      0.00     87.19
10:54:23 AM     all      0.18      0.00     12.30      0.00      0.00     87.52
10:54:24 AM     all      0.09      0.00     11.29      0.00      0.00     88.62
10:54:25 AM     all      0.09      0.00     11.43      0.09      0.00     88.39
10:54:26 AM     all      0.00      0.00     12.41      0.00      0.00     87.59
10:54:27 AM     all      0.18      0.00     11.69      0.00      0.00     88.13
10:54:28 AM     all      0.18      0.00     12.22      0.00      0.00     87.60
10:54:29 AM     all      0.00      0.00     12.01      0.00      0.00     87.99
10:54:30 AM     all      0.18      0.00     12.06      0.18      0.00     87.58
10:54:31 AM     all      0.18      0.00     11.17      0.00      0.00     88.65
10:54:32 AM     all      0.18      0.00     11.33      0.00      0.00     88.49
10:54:33 AM     all      0.18      0.00     12.28      0.00      0.00     87.54
10:54:34 AM     all      0.00      0.00     11.92      0.00      0.00     88.08
10:54:35 AM     all      0.18      0.00     11.89      0.09      0.00     87.85
10:54:36 AM     all      0.09      0.00     11.50      0.00      0.00     88.41
10:54:37 AM     all      0.18      0.00     12.22      0.00      0.00     87.60
10:54:38 AM     all      0.09      0.00     12.13      0.00      0.00     87.78
10:54:39 AM     all      0.09      0.00     13.06      0.00      0.00     86.86
10:54:40 AM     all      0.18      0.00     12.10      0.18      0.00     87.54
10:54:41 AM     all      0.18      0.00     12.05      0.00      0.00     87.77
10:54:42 AM     all      0.18      0.00     11.90      0.00      0.00     87.92
10:54:43 AM     all      0.27      0.00     11.33      0.00      0.00     88.40
10:54:44 AM     all      0.09      0.00     11.18      0.00      0.00     88.73
Average:        all      0.14      0.00     12.37      0.03      0.00     87.47
