Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:52:42 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:52:43 AM     all      0.27      0.00     15.07      0.00      0.00     84.66
10:52:44 AM     all      0.18      0.00     15.54      0.00      0.00     84.28
10:52:45 AM     all      0.09      0.00     15.79      0.09      0.00     84.04
10:52:46 AM     all      0.00      0.00     15.31      0.00      0.00     84.69
10:52:47 AM     all      0.18      0.00     13.66      0.00      0.00     86.16
10:52:48 AM     all      0.09      0.00     13.82      0.00      0.00     86.09
10:52:49 AM     all      0.09      0.00     14.65      0.00      0.00     85.27
10:52:50 AM     all      0.17      0.00     14.51      0.09      0.00     85.23
10:52:51 AM     all      0.18      0.00     14.06      0.00      0.00     85.76
10:52:52 AM     all      0.18      0.00     12.67      0.00      0.00     87.15
10:52:53 AM     all      0.18      0.00     13.86      0.00      0.00     85.96
10:52:54 AM     all      0.26      0.00     14.24      0.00      0.00     85.50
10:52:55 AM     all      0.17      0.00     14.22      0.17      0.00     85.43
10:52:56 AM     all      0.35      0.00     13.77      0.00      0.00     85.88
10:52:57 AM     all      0.09      0.00     13.12      0.00      0.00     86.79
10:52:58 AM     all      0.09      0.00     12.63      0.00      0.00     87.28
10:52:59 AM     all      0.27      0.00     12.93      0.00      0.00     86.80
10:53:00 AM     all      0.18      0.00     12.10      0.09      0.00     87.63
10:53:01 AM     all      0.09      0.00     13.25      0.00      0.00     86.66
10:53:02 AM     all      0.18      0.00     13.32      0.00      0.00     86.51
10:53:03 AM     all      0.18      0.00     12.01      0.00      0.00     87.81
10:53:04 AM     all      0.09      0.00     13.95      0.00      0.00     85.96
10:53:05 AM     all      0.09      0.00     11.44      0.00      0.00     88.47
10:53:06 AM     all      0.09      0.00     13.95      0.09      0.00     85.88
10:53:07 AM     all      0.18      0.00     12.15      0.00      0.00     87.67
10:53:08 AM     all      0.18      0.00     12.81      0.00      0.00     87.01
10:53:09 AM     all      0.00      0.00     12.88      0.00      0.00     87.12
Average:        all      0.15      0.00     13.63      0.02      0.00     86.20
