Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

10:40:45 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:40:46 AM     all      0.17      0.00     19.19      0.00      0.00     80.64
10:40:47 AM     all      0.17      0.00     15.81      0.00      0.00     84.02
10:40:48 AM     all      0.08      0.00     15.98      0.00      0.00     83.94
10:40:49 AM     all      0.17      0.00     16.33      0.00      0.00     83.50
10:40:50 AM     all      1.19      0.00     15.96      0.00      0.00     82.85
10:40:51 AM     all      0.08      0.00     16.17      0.08      0.00     83.66
10:40:52 AM     all      0.33      0.00     17.04      0.00      0.00     82.62
10:40:53 AM     all      0.08      0.00     17.39      0.00      0.00     82.53
10:40:54 AM     all      0.08      0.00     16.68      0.00      0.00     83.24
10:40:55 AM     all      0.17      0.00     15.75      0.00      0.00     84.08
10:40:56 AM     all      0.09      0.00     14.90      0.00      0.00     85.02
10:40:57 AM     all      0.17      0.00     16.60      0.08      0.00     83.15
10:40:58 AM     all      0.08      0.00     16.60      0.00      0.00     83.32
10:40:59 AM     all      0.00      0.00     15.79      0.00      0.00     84.21
10:41:00 AM     all      0.34      0.00     16.01      0.00      0.00     83.66
10:41:01 AM     all      0.08      0.00     16.83      0.00      0.00     83.08
10:41:02 AM     all      0.17      0.00     16.05      0.17      0.00     83.61
10:41:03 AM     all      0.08      0.00     15.70      0.00      0.00     84.21
10:41:04 AM     all      0.08      0.00     17.59      0.00      0.00     82.32
10:41:05 AM     all      0.08      0.00     16.55      0.00      0.00     83.36
10:41:06 AM     all      0.08      0.00     16.85      0.00      0.00     83.07
10:41:07 AM     all      0.08      0.00     16.69      0.17      0.00     83.05
10:41:08 AM     all      0.17      0.00     16.55      0.00      0.00     83.28
10:41:09 AM     all      0.17      0.00     17.06      0.00      0.00     82.78
10:41:10 AM     all      0.17      0.00     16.72      0.00      0.00     83.11
10:41:11 AM     all      0.25      0.00     16.41      0.00      0.00     83.33
10:41:12 AM     all      0.33      0.00     16.65      0.00      0.00     83.01
Average:        all      0.18      0.00     16.52      0.02      0.00     83.28
