Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

11:29:50 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:29:51 AM     all      0.09      0.00     24.22      0.00      0.00     75.69
11:29:52 AM     all      0.00      0.00     27.72      0.10      0.00     72.18
11:29:53 AM     all      0.00      0.00     17.16      0.00      0.00     82.84
11:29:54 AM     all      0.10      0.00     14.11      0.00      0.00     85.79
11:29:55 AM     all      0.00      0.00     14.36      0.00      0.00     85.64
11:29:56 AM     all      0.00      0.00     14.56      0.00      0.00     85.44
11:29:57 AM     all      0.10      0.00     15.45      0.00      0.00     84.45
11:29:58 AM     all      0.00      0.00     16.18      0.10      0.00     83.72
11:29:59 AM     all      0.00      0.00     15.40      0.00      0.00     84.60
11:30:00 AM     all      0.00      0.00     15.95      0.00      0.00     84.05
11:30:01 AM     all      0.00      0.00     16.52      0.00      0.00     83.48
11:30:02 AM     all      0.10      0.00     15.12      0.00      0.00     84.78
11:30:03 AM     all      0.00      0.00     11.88      0.10      0.00     88.02
11:30:04 AM     all      0.00      0.00     11.79      0.00      0.00     88.21
11:30:05 AM     all      0.10      0.00     12.39      0.00      0.00     87.51
11:30:06 AM     all      0.00      0.00     10.76      0.00      0.00     89.24
11:30:07 AM     all      0.00      0.00      9.81      0.00      0.00     90.19
11:30:08 AM     all      0.00      0.00     10.41      0.19      0.00     89.39
11:30:09 AM     all      0.00      0.00     11.46      0.00      0.00     88.54
11:30:10 AM     all      0.00      0.00     11.44      0.00      0.00     88.56
11:30:11 AM     all      0.00      0.00     11.98      0.00      0.00     88.02
11:30:12 AM     all      0.10      0.00     12.29      0.00      0.00     87.61
11:30:13 AM     all      0.10      0.00     21.41      0.10      0.00     78.39
11:30:14 AM     all      0.00      0.00     20.06      0.00      0.00     79.94
11:30:15 AM     all      0.00      0.00     21.68      0.00      0.00     78.32
11:30:16 AM     all      0.00      0.00     23.29      0.00      0.00     76.71
11:30:17 AM     all      0.00      0.00     23.82      0.00      0.00     76.18
Average:        all      0.03      0.00     15.94      0.02      0.00     84.02
