1 4304.4682
2 6322.9960
3 9236.8299
4 9394.3333
5 9395.8686
6 9394.7918
7 9398.2383
8 9396.6428
9 9396.6466
10 9397.6200
11 8508.6955
12 7023.3761
13 6712.9701
14 6841.4727
15 6980.6706
16 7231.8479
17 7351.4634
18 7625.7403
19 7712.2996
20 7847.5413
21 7834.4513
22 7642.3047
23 7515.6760
24 7146.1669
25 6783.8186
26 6396.5820
27 6354.0781
28 6232.7295
29 6082.2103
30 5920.8554
31 6198.6854
32 6340.7200
33 6267.9257
34 6263.5892
35 6215.2789
36 6122.7394
37 6119.5385
38 6145.3967
39 6134.4763
40 6094.4214
41 6024.4667
42 5958.1578
43 5868.2186
44 5678.0447
45 5456.1124
46 5358.3091
47 5229.8356
48 4427.9151
49 3448.3946
50 3560.0000
51 6018.0131
52 6246.3547
53 6090.3974
54 6061.9937
55 6047.0955
56 5882.6584
57 5829.2726
58 5761.1300
59 5761.1243
60 5710.4935
61 5743.2690
62 5689.6929
63 5718.6476
64 5587.6110
65 5516.5363
66 4670.8958
67 3684.4952
68 3637.9195
69 2914.5869
70 3016.9329
71 3063.9138
72 3231.1643
73 3220.0610
74 3100.3767
75 3069.5798
76 3079.6677
77 3001.5398
78 2870.3505
79 2876.9150
80 3011.2754
81 3066.2447
82 3103.7881
83 3103.1583
84 3010.4089
85 3014.7193
86 3067.7419
87 2986.2747
88 2947.4151
89 2760.3680
90 3044.1622
91 3039.8188
92 2766.5433
93 2630.8377
94 2542.3132
95 2763.0689
96 2741.3971
97 2716.3607
98 2828.0643
99 2663.2460
100 2224.4606
101 2009.9321
102 1963.9734
103 1977.9328
104 1920.8260
105 1840.2803
106 1905.8841
107 1868.9204
108 1881.7901
109 1854.3964
110 1899.0430
111 2264.3501
112 2198.4319
113 2189.9112
114 2424.1684
