Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:34:29 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:34:30 AM     all      0.34      0.00     46.37      0.00      0.00     53.29
11:34:31 AM     all      0.15      0.00     50.46      0.00      0.00     49.39
11:34:32 AM     all      0.08      0.00     50.34      0.00      0.00     49.58
11:34:33 AM     all      0.15      0.00     50.65      0.00      0.00     49.20
11:34:34 AM     all      0.30      0.00     50.70      0.15      0.00     48.85
11:34:35 AM     all      0.14      0.00     51.08      0.00      0.00     48.78
11:34:36 AM     all      0.29      0.00     47.72      0.00      0.00     52.00
11:34:37 AM     all      0.38      0.00     45.80      0.00      0.00     53.81
11:34:38 AM     all      0.08      0.00     45.87      0.00      0.00     54.05
11:34:39 AM     all      0.25      0.00     47.67      0.00      0.00     52.09
11:34:40 AM     all      0.17      0.00     48.19      0.17      0.00     51.47
11:34:41 AM     all      0.25      0.00     48.46      0.00      0.00     51.29
11:34:42 AM     all      0.17      0.00     48.82      0.00      0.00     51.01
11:34:43 AM     all      0.17      0.00     48.53      0.00      0.00     51.30
11:34:44 AM     all      0.34      0.00     48.48      0.00      0.00     51.18
11:34:45 AM     all      0.17      0.00     48.13      0.00      0.00     51.70
11:34:46 AM     all      0.42      0.00     48.95      0.08      0.00     50.54
11:34:47 AM     all      0.17      0.00     48.47      0.00      0.00     51.36
11:34:48 AM     all      0.17      0.00     49.33      0.00      0.00     50.51
11:34:49 AM     all      0.09      0.00     48.68      0.00      0.00     51.23
11:34:50 AM     all      1.43      0.00     50.25      0.00      0.00     48.31
11:34:51 AM     all      0.34      0.00     48.93      0.00      0.00     50.73
11:34:52 AM     all      0.25      0.00     48.44      0.17      0.00     51.14
11:34:53 AM     all      0.17      0.00     48.52      0.00      0.00     51.31
11:34:54 AM     all      0.08      0.00     48.18      0.00      0.00     51.74
11:34:55 AM     all      0.17      0.00     48.48      0.00      0.00     51.35
11:34:56 AM     all      0.08      0.00     48.39      0.00      0.00     51.52
Average:        all      0.25      0.00     48.69      0.02      0.00     51.04
