Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

11:04:09 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:04:10 AM     all      0.08      0.00      6.66      0.00      0.00     93.26
11:04:11 AM     all      0.00      0.00      7.69      0.00      0.00     92.31
11:04:12 AM     all      0.08      0.00      7.29      0.17      0.00     92.46
11:04:13 AM     all      0.00      0.00      7.30      0.00      0.00     92.70
11:04:14 AM     all      0.17      0.00      6.43      0.00      0.00     93.40
11:04:15 AM     all      0.00      0.00      6.61      0.00      0.00     93.39
11:04:16 AM     all      0.00      0.00      6.39      0.00      0.00     93.61
11:04:17 AM     all      0.08      0.00      6.79      0.00      0.00     93.13
11:04:18 AM     all      0.09      0.00      6.07      0.09      0.00     93.76
11:04:19 AM     all      0.00      0.00      7.50      0.00      0.00     92.50
11:04:20 AM     all      0.26      0.00      6.81      0.00      0.00     92.94
11:04:21 AM     all      0.00      0.00      8.47      0.00      0.00     91.53
11:04:22 AM     all      0.00      0.00      7.97      0.00      0.00     92.03
11:04:23 AM     all      0.09      0.00      7.69      0.09      0.00     92.14
11:04:24 AM     all      0.09      0.00      7.38      0.00      0.00     92.54
11:04:25 AM     all      0.08      0.00      9.34      0.00      0.00     90.58
11:04:26 AM     all      0.00      0.00      7.82      0.00      0.00     92.18
11:04:27 AM     all      0.08      0.00      9.44      0.00      0.00     90.47
11:04:28 AM     all      0.00      0.00      8.83      0.08      0.00     91.09
11:04:29 AM     all      0.08      0.00      9.06      0.00      0.00     90.86
11:04:30 AM     all      0.17      0.00      7.65      0.00      0.00     92.18
11:04:31 AM     all      0.00      0.00      8.72      0.00      0.00     91.28
11:04:32 AM     all      0.09      0.00      8.84      0.00      0.00     91.07
11:04:33 AM     all      0.08      0.00      9.12      0.08      0.00     90.71
11:04:34 AM     all      0.09      0.00      7.74      0.00      0.00     92.18
11:04:35 AM     all      0.08      0.00      9.37      0.00      0.00     90.55
11:04:36 AM     all      0.17      0.00      3.96      0.00      0.00     95.87
Average:        all      0.07      0.00      7.66      0.02      0.00     92.25
