------------------------------
test was performed using the following parameters: --mps=100 --burst=1 --reply-every=1 --msg-size=14 --time=10
------------------------------
sockperf: [Total Run] RunTime=10.100 sec; SentMessages=1011; ReceivedMessages=1010
sockperf: ========= Printing statistics for Server No: 0
sockperf: [Valid Duration] RunTime=9.983 sec; SentMessages=999; ReceivedMessages=999
sockperf: [2;35m====> avg-lat=1283.706 (std-dev=83.997)[0m
sockperf: # dropped messages = 0; # duplicated messages = 0; # out-of-order messages = 0
sockperf: [2;35mTotal 999 observations[0m; each percentile contains 9.99 observations
sockperf: ---> <MAX> observation = 1458.581
sockperf: ---> percentile 99.999 = 1458.581
sockperf: ---> percentile 99.990 = 1458.581
sockperf: ---> percentile 99.900 = 1450.645
sockperf: ---> percentile 99.000 = 1431.000
sockperf: ---> percentile 90.000 = 1393.982
sockperf: ---> percentile 75.000 = 1355.492
sockperf: ---> percentile 50.000 = 1286.720
sockperf: ---> percentile 25.000 = 1215.773
sockperf: ---> <MIN> observation =  872.125
------------------------------
txTime, rxTime
2.066698199, 2.069276411
2.076698186, 2.079077811
2.086698231, 2.089493152
2.096698240, 2.099321066
2.106698242, 2.109180792
2.116698206, 2.119544176
2.126698195, 2.129366897
2.136698238, 2.139195352
2.146698225, 2.149047505
2.156698187, 2.159368241
2.166698184, 2.169227162
2.176698222, 2.178442473
2.186698222, 2.189397462
2.196698227, 2.199209136
2.206698189, 2.209025482
2.216698191, 2.219425861
2.226698218, 2.229276224
2.236698221, 2.239120176
2.246698227, 2.249458917
2.256698211, 2.259347340
2.266698199, 2.269169860
2.276698242, 2.278998619
2.286698247, 2.289391036
2.296698239, 2.299209927
2.306698195, 2.309105840
2.316698202, 2.319360496
2.326698252, 2.329166346
2.336698250, 2.338980447
2.346698245, 2.349327217
2.356698247, 2.359157361
2.366698239, 2.368980437
2.376698239, 2.379343106
2.386698233, 2.389126151
2.396698231, 2.398958195
2.406698225, 2.409297657
2.416698227, 2.419115800
2.426698226, 2.429473514
2.436698239, 2.439292446
2.446698226, 2.449163877
2.456698209, 2.459503206
2.466698229, 2.469300937
2.476698226, 2.479113220
2.486701874, 2.489476449
2.496698230, 2.499348725
2.506698211, 2.509100613
2.516698232, 2.519454884
2.526698238, 2.529263057
2.536698232, 2.539139414
2.546698196, 2.549548607
2.556698198, 2.559333661
2.566698195, 2.569179768
2.576698200, 2.579002433
2.586698237, 2.589435209
2.596698210, 2.599203636
2.606698231, 2.609012514
2.616698223, 2.619382517
2.626698229, 2.629202262
2.636698233, 2.639001612
2.646698231, 2.649362977
2.656698244, 2.659171528
2.666706611, 2.669539228
2.676698225, 2.679357992
2.686698238, 2.689148456
2.696698246, 2.699504768
2.706698202, 2.709317974
2.716698235, 2.719131924
2.726698311, 2.729489049
2.736698223, 2.739298084
2.746698224, 2.749100288
2.756698221, 2.759468848
2.766698210, 2.769272770
2.776698213, 2.779088745
2.786699515, 2.789405780
2.796698212, 2.799283456
2.806698213, 2.809151316
2.816698206, 2.819533475
2.826698193, 2.829388887
2.836698192, 2.839249369
2.846698185, 2.849036762
2.856698184, 2.859422271
2.866698199, 2.869381738
2.876698193, 2.879158328
2.886698237, 2.889520091
2.896698234, 2.899329142
2.906698229, 2.909145250
2.916698236, 2.919500237
2.926698222, 2.929319533
2.936698229, 2.939124024
2.946698232, 2.949489221
2.956698231, 2.959311087
2.966698230, 2.969121916
2.976698239, 2.979472773
2.986698226, 2.989279779
2.996698216, 2.999096269
3.006698211, 3.009533479
3.016698206, 3.019265954
3.026698231, 3.029099157
3.036698201, 3.039482495
3.046698195, 3.049298362
3.056698183, 3.059156341
3.066698231, 3.069534601
3.076698187, 3.079380186
3.086698200, 3.089238881
3.096698208, 3.099052022
3.106698195, 3.109444725
3.116698186, 3.119248812
3.126698189, 3.129058207
3.136698190, 3.139465764
3.146698190, 3.149264580
3.156698201, 3.159170785
3.166698204, 3.168998792
3.176698205, 3.179378996
3.186698192, 3.189241290
3.196698206, 3.199019930
3.206698185, 3.209415672
3.216698181, 3.219242368
3.226698185, 3.229031063
3.236698182, 3.239435196
3.246698192, 3.249296533
3.256698184, 3.259147963
3.266698178, 3.269523185
3.276698182, 3.279339006
3.286698189, 3.289178119
3.296698181, 3.298982633
3.306698180, 3.309372758
3.316698181, 3.319186176
3.326698178, 3.329034221
3.336698187, 3.339411067
3.346698182, 3.349208133
3.356698206, 3.359050892
3.366698197, 3.369425847
3.376698221, 3.379244785
3.386698240, 3.389046345
3.396698230, 3.399416485
3.406698185, 3.409279598
3.416698192, 3.419124875
3.426698187, 3.429478742
3.436698181, 3.439305202
3.446698217, 3.449145301
3.456698192, 3.459504228
3.466698177, 3.469371766
3.476698184, 3.479185983
3.486698219, 3.488988740
3.496698178, 3.499423812
3.506698184, 3.509211790
3.516698184, 3.519024286
3.526698179, 3.529448177
3.536698177, 3.539234002
3.546698184, 3.549029182
3.556698201, 3.559430917
3.566698210, 3.569246270
3.576698199, 3.579144182
3.586698200, 3.589446395
3.596698190, 3.599271632
3.606698200, 3.609110074
3.616698196, 3.619474663
3.626698194, 3.629304285
3.636698198, 3.639171990
3.646698198, 3.649551369
3.656698199, 3.659410497
3.666698197, 3.669226499
3.676698182, 3.679037899
3.686698192, 3.689418868
3.696698193, 3.699303304
3.706698182, 3.709103638
3.716698182, 3.719469611
3.726698194, 3.729313750
3.736698185, 3.739152202
3.746698185, 3.749552400
3.756698179, 3.759368986
3.766698220, 3.769237748
3.776698202, 3.779054519
3.786698220, 3.789438942
3.796698213, 3.799249682
3.806698188, 3.809075770
3.816698189, 3.819449656
3.826698195, 3.829326683
3.836698193, 3.839141862
3.846698192, 3.849487396
3.856698248, 3.859437938
3.866698209, 3.869219490
3.876698216, 3.879014091
3.886698219, 3.889433565
3.896698202, 3.899252285
3.906698200, 3.909057095
3.916698200, 3.919462476
3.926698196, 3.929265913
3.936698198, 3.939169358
3.946698207, 3.949549646
3.956698192, 3.959411243
3.966698190, 3.969296417
3.976698189, 3.979044757
3.986698209, 3.989455985
3.996698203, 3.999285716
4.006698189, 4.009105731
4.016698199, 4.019504138
4.026698193, 4.029362244
4.036698188, 4.039198852
4.046698192, 4.049007786
4.056698193, 4.059404797
4.066698194, 4.069247035
4.076698202, 4.078510643
4.086698201, 4.089447220
4.096698188, 4.099286327
4.106698182, 4.109046129
4.116698199, 4.119511466
4.126698183, 4.129309840
4.136698196, 4.139140394
4.146698195, 4.149498293
4.156698194, 4.159362027
4.166698182, 4.169171663
4.176698204, 4.179048587
4.186698239, 4.189421327
4.196698203, 4.199232477
4.206698207, 4.209045204
4.216698192, 4.219413472
4.226698195, 4.229290694
4.236698188, 4.239052510
4.246698184, 4.249471516
4.256698197, 4.259310449
4.266698184, 4.269188483
4.276698185, 4.279532466
4.286698219, 4.289387856
4.296698191, 4.299223586
4.306698190, 4.309048785
4.316698190, 4.319421520
4.326698187, 4.329271026
4.336698179, 4.339097510
4.346698182, 4.349481656
4.356698201, 4.359284479
4.366698178, 4.369083056
4.376698212, 4.379490933
4.386698199, 4.389316919
4.396698204, 4.399157084
4.406698196, 4.409533880
4.416698194, 4.419409194
4.426698189, 4.429282763
4.436698183, 4.439055511
4.446698189, 4.449457791
4.456698190, 4.459273088
4.466698189, 4.469073415
4.476698183, 4.479454360
4.486698188, 4.489278498
4.496698187, 4.499102559
4.506698192, 4.509569426
4.516698212, 4.519283006
4.526698188, 4.529166864
4.536698195, 4.539560196
4.546698192, 4.549413614
4.556698181, 4.559203076
4.566698184, 4.569027407
4.576698190, 4.579388068
4.586698231, 4.589261316
4.596698192, 4.599076946
4.606698198, 4.609465478
4.616698201, 4.619289761
4.626698201, 4.629134987
4.636698196, 4.639522720
4.646698192, 4.649380811
4.656698199, 4.659133419
4.666698188, 4.669552453
4.676698186, 4.679400944
4.686730233, 4.689235652
4.696698192, 4.699027464
4.706698191, 4.709444342
4.716698219, 4.719291074
4.726698175, 4.729160457
4.736698170, 4.739536251
4.746698182, 4.749389351
4.756698207, 4.759266590
4.766698199, 4.769061875
4.776698171, 4.779484357
4.786698168, 4.789288433
4.796698199, 4.799149690
4.806698207, 4.809533833
4.816698192, 4.819375660
4.826698189, 4.829197706
4.836698204, 4.839037512
4.846698200, 4.849411447
4.856698189, 4.859251089
4.866698188, 4.869067036
4.876698192, 4.879415810
4.886698195, 4.889292736
4.896698199, 4.899117137
4.906698191, 4.909528624
4.916698182, 4.919328416
4.926698179, 4.929168485
4.936698187, 4.938979060
4.946698187, 4.949409658
4.956698187, 4.959205120
4.966698187, 4.969050142
4.976698174, 4.979383740
4.986698245, 4.989232697
4.996698204, 4.999052408
5.006698209, 5.009467893
5.016698206, 5.019236250
5.026698202, 5.029103314
5.036698193, 5.039489148
5.046698197, 5.049353693
5.056698200, 5.059172271
5.066698186, 5.069009052
5.076698189, 5.079352658
5.086698193, 5.089203079
5.096698197, 5.099043861
5.106698189, 5.109426757
5.116698201, 5.119288047
5.126698170, 5.129097790
5.136698181, 5.139503362
5.146698179, 5.149315028
5.156698175, 5.159186638
5.166698178, 5.168993975
5.176698179, 5.179350770
5.186698196, 5.189175926
5.196698200, 5.199027156
5.206698198, 5.209407306
5.216698202, 5.219225426
5.226698206, 5.229035339
5.236698204, 5.239423667
5.246698197, 5.249262977
5.256698181, 5.259061560
5.266698192, 5.269460231
5.276698189, 5.279338709
5.286698182, 5.289149626
5.296698182, 5.299545082
5.306698183, 5.309431804
5.316698184, 5.319266327
5.326698185, 5.329129732
5.336698181, 5.339530388
5.346698188, 5.349365272
5.356698185, 5.359180802
5.366698184, 5.369001094
5.376698187, 5.379365025
5.386698215, 5.389225938
5.396698198, 5.399030769
5.406698196, 5.409427145
5.416698188, 5.419265684
5.426698197, 5.429074041
5.436698202, 5.439488226
5.446698199, 5.449291149
5.456698195, 5.459164061
5.466698196, 5.469555392
5.476698183, 5.479387452
5.486698237, 5.489240796
5.496698179, 5.499058926
5.506698180, 5.509451576
5.516698189, 5.519265393
5.526698196, 5.529073148
5.536698168, 5.539503191
5.546698177, 5.549356456
5.556698180, 5.559187801
5.566698170, 5.568991896
5.576698182, 5.579376030
5.586698210, 5.589274951
5.596698208, 5.599056951
5.606698201, 5.609440533
5.616698206, 5.619262011
5.626698206, 5.629083730
5.636698202, 5.639494341
5.646698200, 5.649317839
5.656698188, 5.659128038
5.666698185, 5.669510746
5.676698179, 5.679329137
5.686698185, 5.689192128
5.696698189, 5.699018113
5.706698189, 5.709415485
5.716698184, 5.719226515
5.726698189, 5.729035212
5.736698183, 5.739436108
5.746698182, 5.749279690
5.756698181, 5.759193994
5.766698205, 5.769499061
5.776698181, 5.779361581
5.786698184, 5.789200374
5.796698212, 5.799036263
5.806698209, 5.809437223
5.816698192, 5.819280981
5.826698199, 5.829121104
5.836698199, 5.839530953
5.846698191, 5.849346775
5.856698187, 5.859192640
5.866698185, 5.869039863
5.876698182, 5.879402643
5.886698175, 5.889231611
5.896698186, 5.899049835
5.906698222, 5.909452152
5.916698180, 5.919257668
5.926698187, 5.929063214
5.936698185, 5.939430975
5.946698184, 5.949279297
5.956698187, 5.959097477
5.966698182, 5.969494151
5.976698181, 5.979339687
5.986698228, 5.989123086
5.996698210, 5.999567127
6.006698204, 6.009425948
6.016698196, 6.019239299
6.026698191, 6.029042187
6.036698199, 6.039417044
6.046698186, 6.049248583
6.056698199, 6.059064003
6.066698191, 6.069465367
6.076698189, 6.079283223
6.086698202, 6.089107849
6.096698196, 6.099481631
6.106698197, 6.109293188
6.116698201, 6.119115521
6.126698199, 6.129587720
6.136698217, 6.139353471
6.146698198, 6.149172002
6.156698205, 6.158981236
6.166698200, 6.169389210
6.176698189, 6.179239404
6.186698194, 6.189050848
6.196698195, 6.199404962
6.206698209, 6.209258183
6.216698212, 6.219060218
6.226698207, 6.229441999
6.236698196, 6.239270938
6.246698203, 6.249096833
6.256698205, 6.259488221
6.266698187, 6.269311403
6.276698200, 6.279165382
6.286698213, 6.289542114
6.296698200, 6.299364281
6.306698182, 6.309181461
6.316698195, 6.318986674
6.326698194, 6.329386893
6.336698186, 6.339238473
6.346698185, 6.349043451
6.356698184, 6.359444444
6.366698181, 6.369294296
6.376698182, 6.379164616
6.386698225, 6.389545545
6.396698181, 6.399343700
6.406698211, 6.409209011
6.416698206, 6.419019021
6.426698202, 6.429413883
6.436698201, 6.439240593
6.446698196, 6.449040644
6.456698193, 6.459514706
6.466698219, 6.469286524
6.476698219, 6.479062350
6.486698195, 6.489443292
6.496698200, 6.499296897
6.506698198, 6.509075372
6.516698239, 6.519450330
6.526698196, 6.529298612
6.536698190, 6.539101057
6.546698189, 6.549487450
6.556698188, 6.559324502
6.566698185, 6.569150286
6.576698185, 6.579531042
6.586698196, 6.589372020
6.596698189, 6.599278028
6.606698216, 6.609042244
6.616698192, 6.619367831
6.626698210, 6.629227804
6.636698195, 6.639046590
6.646698206, 6.649410681
6.656698249, 6.659244171
6.666698203, 6.669050493
6.676698193, 6.679437249
6.686698222, 6.689282070
6.696698182, 6.699051689
6.706698192, 6.709472852
6.716698189, 6.719317288
6.726698201, 6.729140237
6.736698185, 6.739557448
6.746698185, 6.749364603
6.756698194, 6.759202193
6.766698186, 6.769022768
6.776698185, 6.779401215
6.786698219, 6.789240492
6.796698206, 6.799034364
6.806698184, 6.809455690
6.816698178, 6.819260514
6.826698215, 6.829107494
6.836698198, 6.839538075
6.846698202, 6.849353165
6.856698203, 6.859181706
6.866698189, 6.868994667
6.876698188, 6.879364991
6.886698184, 6.889215118
6.896698197, 6.899020934
6.906698188, 6.909410106
6.916698202, 6.919255178
6.926698189, 6.929056921
6.936698194, 6.939434933
6.946698202, 6.949286684
6.956698189, 6.959135912
6.966698188, 6.969533849
6.976698199, 6.979377119
6.986698195, 6.989231569
6.996698186, 6.999030293
7.006698189, 7.009423808
7.016698196, 7.019218877
7.026698213, 7.029052875
7.036698210, 7.039426903
7.046698197, 7.049291588
7.056698189, 7.059103871
7.066698193, 7.069490995
7.076698204, 7.079326510
7.086698215, 7.089165309
7.096698186, 7.099531343
7.106698180, 7.109357251
7.116698190, 7.119172711
7.126698182, 7.128997354
7.136698185, 7.139346472
7.146698189, 7.149194237
7.156698181, 7.159002972
7.166698191, 7.169427558
7.176698219, 7.179275193
7.186698219, 7.189087354
7.196698177, 7.199506515
7.206698182, 7.209353438
7.216698179, 7.219157631
7.226698202, 7.228992875
7.236698208, 7.239394340
7.246698193, 7.249241877
7.256698194, 7.259125782
7.266698209, 7.269486172
7.276698196, 7.279303139
7.286698201, 7.289131504
7.296698192, 7.299527769
7.306698185, 7.309317076
7.316698192, 7.319149641
7.326698192, 7.329573479
7.336698199, 7.339372410
7.346698202, 7.349224659
7.356698200, 7.359031157
7.366701864, 7.369424824
7.376698196, 7.379234436
7.386698199, 7.389041790
7.396698195, 7.399441905
7.406698199, 7.409251695
7.416698195, 7.419061589
7.426698191, 7.429419803
7.436698207, 7.439273599
7.446698194, 7.449065375
7.456698190, 7.459434773
7.466698192, 7.469316395
7.476698191, 7.479140891
7.486698194, 7.489502907
7.496698200, 7.499315401
7.506698239, 7.509195760
7.516698185, 7.519569969
7.526698189, 7.529377838
7.536698186, 7.539267055
7.546698207, 7.548991460
7.556698193, 7.559430599
7.566698197, 7.569221624
7.576698184, 7.579046470
7.586698220, 7.588916583
7.596698188, 7.599291990
7.606698177, 7.609124421
7.616698188, 7.619554719
7.626698185, 7.629330297
7.636698186, 7.639156536
7.646698212, 7.649006616
7.656698200, 7.659372552
7.666698206, 7.669206577
7.676698184, 7.679012050
7.686698192, 7.689424598
7.696698202, 7.699230421
7.706698185, 7.709033595
7.716698182, 7.719425835
7.726698191, 7.729361571
7.736698215, 7.739071647
7.746698192, 7.749434600
7.756698194, 7.759260281
7.766698196, 7.769078455
7.776698188, 7.779462200
7.786698187, 7.789290287
7.796698189, 7.799145781
7.806698186, 7.809540757
7.816698188, 7.819323744
7.826698182, 7.829204332
7.836698192, 7.838988644
7.846698205, 7.849409345
7.856698187, 7.859212228
7.866698189, 7.869017000
7.876698201, 7.879402389
7.886698189, 7.889246438
7.896698192, 7.899059268
7.906698191, 7.909448795
7.916698185, 7.919258368
7.926698240, 7.929071769
7.936698179, 7.939458262
7.946698183, 7.949330381
7.956698187, 7.959262071
7.966698204, 7.968988945
7.976698202, 7.979374478
7.986698192, 7.989218277
7.996698202, 7.999063197
8.006698202, 8.009438319
8.016698200, 8.019245847
8.026698191, 8.029043815
8.036698192, 8.039440676
8.046698189, 8.049246065
8.056698210, 8.059104772
8.066698196, 8.069475119
8.076698205, 8.079328343
8.086698204, 8.089167748
8.096698204, 8.099615367
8.106698201, 8.109352275
8.116698208, 8.119204076
8.126698204, 8.129050955
8.136698192, 8.139438773
8.146698202, 8.149286695
8.156698206, 8.159164208
8.166698192, 8.169518338
8.176698194, 8.179340722
8.186698188, 8.189179184
8.196698201, 8.198984460
8.206698197, 8.209409438
8.216698198, 8.219217417
8.226698187, 8.229015609
8.236698202, 8.239419246
8.246698189, 8.249298399
8.256698212, 8.259065196
8.266698205, 8.269522899
8.276698221, 8.278808376
8.286698205, 8.289142639
8.296698199, 8.299536612
8.306698199, 8.309368896
8.316698194, 8.319194912
8.326698191, 8.328999249
8.336698188, 8.339369258
8.346698189, 8.349190068
8.356698181, 8.359034324
8.366698184, 8.369390353
8.376698183, 8.379224311
8.386698183, 8.389024782
8.396698189, 8.399417048
8.406698179, 8.409277433
8.416698182, 8.419096113
8.426698179, 8.429464215
8.436698216, 8.439286014
8.446698179, 8.449122187
8.456698220, 8.459479466
8.466698199, 8.469345835
8.476698196, 8.479171123
8.486698198, 8.488985306
8.496698198, 8.499361985
8.506698188, 8.509159014
8.516698192, 8.519549295
8.526698202, 8.529436074
8.536698198, 8.539248944
8.546698197, 8.549054830
8.556698195, 8.559422224
8.566698189, 8.569272344
