Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

10:58:06 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:58:07 AM     all      0.09      0.00     13.40      0.18      0.00     86.33
10:58:08 AM     all      0.17      0.00     14.40      0.00      0.00     85.43
10:58:09 AM     all      0.27      0.00     13.16      0.00      0.00     86.57
10:58:10 AM     all      0.00      0.00     13.27      0.00      0.00     86.73
10:58:11 AM     all      0.27      0.00     13.00      0.00      0.00     86.74
10:58:12 AM     all      0.09      0.00     13.59      0.18      0.00     86.14
10:58:13 AM     all      0.09      0.00     13.20      0.00      0.00     86.71
10:58:14 AM     all      0.00      0.00     13.81      0.00      0.00     86.19
10:58:15 AM     all      0.09      0.00     13.88      0.00      0.00     86.03
10:58:16 AM     all      0.26      0.00     13.33      0.00      0.00     86.41
10:58:17 AM     all      0.18      0.00     13.42      0.18      0.00     86.23
10:58:18 AM     all      0.09      0.00     13.77      0.61      0.00     85.53
10:58:19 AM     all      0.18      0.00     13.39      0.00      0.00     86.43
10:58:20 AM     all      0.09      0.00     13.83      0.00      0.00     86.08
10:58:21 AM     all      0.18      0.00     13.82      0.00      0.00     86.00
10:58:22 AM     all      0.00      0.00     13.25      0.18      0.00     86.57
10:58:23 AM     all      0.18      0.00     13.49      0.00      0.00     86.33
10:58:24 AM     all      0.09      0.00     13.26      0.00      0.00     86.65
10:58:25 AM     all      0.09      0.00     12.72      0.00      0.00     87.19
10:58:26 AM     all      0.18      0.00     12.39      0.00      0.00     87.43
10:58:27 AM     all      0.18      0.00     12.95      0.09      0.00     86.78
10:58:28 AM     all      0.09      0.00     14.05      0.00      0.00     85.86
10:58:29 AM     all      0.18      0.00     13.86      0.00      0.00     85.96
10:58:30 AM     all      0.09      0.00     13.26      0.00      0.00     86.65
10:58:31 AM     all      0.00      0.00     13.33      0.00      0.00     86.67
10:58:32 AM     all      0.09      0.00     12.89      0.18      0.00     86.84
10:58:33 AM     all      0.00      0.00      2.97      0.00      0.00     97.03
Average:        all      0.12      0.00     13.01      0.06      0.00     86.81
