Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

11:33:41 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:33:42 AM     all      0.10      0.00     29.17      0.00      0.00     70.74
11:33:43 AM     all      0.00      0.00     24.30      0.10      0.00     75.60
11:33:44 AM     all      0.33      0.00     16.07      0.00      0.00     83.60
11:33:45 AM     all      0.11      0.00     15.56      0.00      0.00     84.34
11:33:46 AM     all      0.00      0.00     15.27      0.00      0.00     84.73
11:33:47 AM     all      0.21      0.00     15.84      0.00      0.00     83.95
11:33:48 AM     all      0.21      0.00     16.23      0.00      0.00     83.56
11:33:49 AM     all      0.10      0.00     17.51      0.10      0.00     82.29
11:33:50 AM     all      0.10      0.00     17.73      0.00      0.00     82.16
11:33:51 AM     all      0.00      0.00     17.17      0.00      0.00     82.83
11:33:52 AM     all      0.00      0.00     17.71      0.00      0.00     82.29
11:33:53 AM     all      0.21      0.00     18.27      0.00      0.00     81.53
11:33:54 AM     all      0.11      0.00     15.53      0.00      0.00     84.36
11:33:55 AM     all      0.22      0.00     13.43      0.22      0.00     86.13
11:33:56 AM     all      0.11      0.00     13.99      0.00      0.00     85.90
11:33:57 AM     all      0.32      0.00     15.65      0.00      0.00     84.03
11:33:58 AM     all      0.21      0.00     14.73      0.00      0.00     85.06
11:33:59 AM     all      0.21      0.00     15.45      0.00      0.00     84.34
11:34:00 AM     all      0.11      0.00     16.22      0.11      0.00     83.56
11:34:01 AM     all      0.31      0.00     19.84      0.00      0.00     79.86
11:34:02 AM     all      0.10      0.00     16.23      0.00      0.00     83.66
11:34:03 AM     all      0.10      0.00     17.05      0.00      0.00     82.85
11:34:04 AM     all      0.10      0.00     16.16      0.00      0.00     83.74
11:34:05 AM     all      0.21      0.00     16.37      0.10      0.00     83.32
11:34:06 AM     all      0.21      0.00     15.84      0.00      0.00     83.95
11:34:07 AM     all      0.10      0.00     16.58      0.00      0.00     83.32
11:34:08 AM     all      0.10      0.00     16.63      0.00      0.00     83.26
Average:        all      0.14      0.00     17.11      0.02      0.00     82.72
