Linux 3.13.0-100-generic (node-1.cpuoverhead.networklatency-pg0.wisc.cloudlab.us) 	03/25/2017 	_x86_64_	(40 CPU)

09:48:45 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:48:46 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:48:47 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:48:48 PM     all      0.03      0.00      0.18      0.00      0.00     99.80
09:48:49 PM     all      0.00      0.00      0.18      0.00      0.00     99.82
09:48:50 PM     all      0.00      0.00      0.05      0.00      0.00     99.95
09:48:51 PM     all      0.00      0.00      0.20      0.05      0.00     99.75
09:48:52 PM     all      0.00      0.00      0.20      0.00      0.00     99.80
09:48:53 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:48:54 PM     all      0.03      0.00      0.15      0.00      0.00     99.82
09:48:55 PM     all      0.03      0.00      0.18      0.00      0.00     99.80
09:48:56 PM     all      0.03      0.00      0.13      0.00      0.00     99.85
09:48:57 PM     all      0.00      0.00      0.20      0.03      0.00     99.77
09:48:58 PM     all      0.03      0.00      0.05      0.00      0.00     99.92
09:48:59 PM     all      0.00      0.00      0.05      0.00      0.00     99.95
09:49:00 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:49:01 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:02 PM     all      0.03      0.00      0.05      0.00      0.00     99.92
09:49:03 PM     all      0.05      0.00      0.05      0.05      0.00     99.85
09:49:04 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:05 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
09:49:06 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:07 PM     all      0.00      0.00      0.05      0.00      0.00     99.95
09:49:08 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
09:49:09 PM     all      0.00      0.00      0.08      0.08      0.00     99.85
09:49:10 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:11 PM     all      0.03      0.00      0.15      0.00      0.00     99.82
09:49:12 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:49:13 PM     all      0.03      0.00      0.10      0.00      0.00     99.87
09:49:14 PM     all      0.00      0.00      0.13      0.08      0.00     99.80
09:49:15 PM     all      0.00      0.00      0.05      0.00      0.00     99.95
09:49:16 PM     all      0.00      0.00      0.05      0.00      0.00     99.95
09:49:17 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:18 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:19 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
09:49:20 PM     all      0.00      0.00      0.08      0.05      0.00     99.87
09:49:21 PM     all      0.05      0.00      0.15      0.00      0.00     99.80
09:49:22 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:23 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:49:24 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:49:25 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:26 PM     all      0.03      0.00      0.15      0.05      0.00     99.77
09:49:27 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:28 PM     all      0.03      0.00      0.13      0.00      0.00     99.85
09:49:29 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:30 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:31 PM     all      0.03      0.00      0.13      0.00      0.00     99.85
09:49:32 PM     all      0.03      0.00      0.10      0.03      0.00     99.85
09:49:33 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:34 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:35 PM     all      0.00      0.00      0.18      0.00      0.00     99.82
09:49:36 PM     all      0.00      0.00      0.18      0.00      0.00     99.82
09:49:37 PM     all      0.03      0.00      0.08      0.00      0.00     99.90
09:49:38 PM     all      0.00      0.00      0.20      0.05      0.00     99.75
09:49:39 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:40 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:41 PM     all      0.03      0.00      0.13      0.00      0.00     99.85
09:49:42 PM     all      0.03      0.00      0.10      0.00      0.00     99.87
09:49:43 PM     all      0.00      0.00      0.13      0.05      0.00     99.82
09:49:44 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:49:45 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:46 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
09:49:47 PM     all      0.03      0.00      0.08      0.00      0.00     99.90
09:49:48 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:49 PM     all      0.00      0.00      0.10      0.05      0.00     99.85
09:49:50 PM     all      0.00      0.00      0.18      0.00      0.00     99.82
09:49:51 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:49:52 PM     all      0.03      0.00      0.15      0.00      0.00     99.82
09:49:53 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:54 PM     all      0.03      0.00      0.13      0.00      0.00     99.85
09:49:55 PM     all      0.00      0.00      0.08      0.05      0.00     99.87
09:49:56 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:57 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
09:49:58 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:49:59 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:50:00 PM     all      0.00      0.00      0.05      0.00      0.00     99.95
09:50:01 PM     all      0.00      0.00      0.13      0.05      0.00     99.82
09:50:02 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:50:03 PM     all      0.00      0.00      0.18      0.00      0.00     99.82
09:50:04 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:50:05 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:50:06 PM     all      0.05      0.00      0.15      0.00      0.00     99.80
09:50:07 PM     all      0.03      0.00      0.15      0.05      0.00     99.77
09:50:08 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
09:50:09 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:50:10 PM     all      0.03      0.00      0.10      0.00      0.00     99.87
09:50:11 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:50:12 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:50:13 PM     all      0.00      0.00      0.15      0.03      0.00     99.82
09:50:14 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:50:15 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:50:16 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:50:17 PM     all      0.03      0.00      0.10      0.00      0.00     99.87
09:50:18 PM     all      0.00      0.00      0.13      0.00      0.00     99.87
09:50:19 PM     all      0.00      0.00      0.13      0.05      0.00     99.82
09:50:20 PM     all      0.03      0.00      0.10      0.00      0.00     99.87
09:50:21 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:50:22 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:50:23 PM     all      0.00      0.00      0.10      0.00      0.00     99.90
09:50:24 PM     all      0.00      0.00      0.15      0.00      0.00     99.85
09:50:25 PM     all      0.00      0.00      0.10      0.05      0.00     99.85
Average:        all      0.01      0.00      0.12      0.01      0.00     99.87
