Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

07:55:34 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:55:35 PM     all      0.00      0.00      9.18      0.00      0.00     90.82
07:55:36 PM     all      0.00      0.00      9.70      0.16      0.00     90.13
07:55:37 PM     all      0.08      0.00      9.09      0.00      0.00     90.83
07:55:38 PM     all      0.00      0.00      9.10      0.00      0.00     90.90
07:55:39 PM     all      0.00      0.00      9.03      0.00      0.00     90.97
07:55:40 PM     all      0.08      0.00      9.26      0.00      0.00     90.66
07:55:41 PM     all      0.00      0.00      8.73      0.08      0.00     91.19
07:55:42 PM     all      0.00      0.00      8.87      0.00      0.00     91.13
07:55:43 PM     all      0.00      0.00      8.80      0.00      0.00     91.20
07:55:44 PM     all      0.00      0.00      8.87      0.75      0.00     90.38
07:55:45 PM     all      0.00      0.00      8.87      0.00      0.00     91.13
07:55:46 PM     all      0.00      0.00      8.65      0.00      0.00     91.35
07:55:47 PM     all      0.00      0.00      8.72      0.25      0.00     91.03
07:55:48 PM     all      0.00      0.00      8.80      0.00      0.00     91.20
07:55:50 PM     all      0.10      0.10     70.05      0.00      0.00     29.76
07:55:51 PM     all      0.00      0.00    100.00      0.00      0.00      0.00
07:55:52 PM     all      0.85      0.00     30.71      0.00      0.00     68.44
07:55:53 PM     all      0.00      0.00      0.00      0.08      0.00     99.92
07:55:54 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:55:55 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
07:55:56 PM     all      0.08      0.00      0.00      0.00      0.00     99.92
07:55:57 PM     all      0.00      0.00      0.08      0.00      0.00     99.92
07:55:58 PM     all      0.08      0.00      0.00      0.00      0.00     99.92
07:55:59 PM     all      0.00      0.00      0.00      0.08      0.00     99.92
07:56:00 PM     all      0.08      0.00      0.00      0.00      0.00     99.92
07:56:01 PM     all      0.00      0.00      0.00      0.00      0.00    100.00
07:56:02 PM     all      0.08      0.00      0.00      0.00      0.00     99.92
Average:        all      0.05      0.01     13.63      0.05      0.00     86.26
