Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

09:38:54 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:38:55 PM     all      0.00      0.00     18.19      0.00      0.00     81.81
09:38:56 PM     all      0.11      0.00     18.04      0.00      0.00     81.86
09:38:57 PM     all      0.23      0.00     14.67      0.00      0.00     85.10
09:38:58 PM     all      0.43      0.00     12.99      0.00      0.00     86.58
09:38:59 PM     all      0.21      0.00     14.62      0.00      0.00     85.17
09:39:00 PM     all      0.11      0.00     13.49      0.00      0.00     86.40
09:39:01 PM     all      0.11      0.00     14.89      0.00      0.00     85.01
09:39:02 PM     all      0.32      0.00     15.13      0.00      0.00     84.56
09:39:03 PM     all      0.10      0.00     15.30      0.10      0.00     84.49
09:39:04 PM     all      0.31      0.00     15.20      0.00      0.00     84.49
09:39:05 PM     all      0.21      0.00     15.22      0.00      0.00     84.58
09:39:06 PM     all      0.32      0.00     14.86      0.00      0.00     84.83
09:39:07 PM     all      0.21      0.00     15.55      0.00      0.00     84.24
09:39:08 PM     all      0.10      0.00     15.94      0.10      0.00     83.85
09:39:09 PM     all      0.31      0.00     15.38      0.00      0.00     84.31
09:39:10 PM     all      0.21      0.00     15.22      0.00      0.00     84.58
09:39:11 PM     all      0.31      0.00     15.57      0.00      0.00     84.12
09:39:12 PM     all      0.31      0.00     15.83      0.00      0.00     83.85
09:39:13 PM     all      0.21      0.00     14.51      0.53      0.00     84.75
09:39:14 PM     all      0.10      0.00     15.32      0.10      0.00     84.47
09:39:15 PM     all      0.11      0.00     15.05      0.00      0.00     84.84
09:39:16 PM     all      0.32      0.00     14.75      0.00      0.00     84.93
09:39:17 PM     all      0.21      0.00     15.99      0.00      0.00     83.80
09:39:18 PM     all      0.31      0.00     15.55      0.00      0.00     84.13
09:39:19 PM     all      0.10      0.00     15.42      0.10      0.00     84.37
09:39:20 PM     all      0.21      0.00     14.81      0.00      0.00     84.97
09:39:21 PM     all      0.42      0.00     14.86      0.00      0.00     84.72
Average:        all      0.22      0.00     15.28      0.04      0.00     84.46
