Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

12:06:56 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:06:57 PM     all      0.10      0.00     16.55      0.00      0.00     83.35
12:06:58 PM     all      0.00      0.00     24.56      0.20      0.00     75.25
12:06:59 PM     all      0.11      0.00     20.51      0.00      0.00     79.38
12:07:00 PM     all      0.00      0.00     13.97      0.00      0.00     86.03
12:07:01 PM     all      0.21      0.00     14.03      0.00      0.00     85.76
12:07:02 PM     all      0.10      0.00     15.93      0.00      0.00     83.97
12:07:03 PM     all      0.31      0.00     18.83      0.00      0.00     80.86
12:07:04 PM     all      0.00      0.00     15.22      0.10      0.00     84.67
12:07:05 PM     all      0.21      0.00     13.83      0.00      0.00     85.96
12:07:06 PM     all      0.10      0.00     14.93      0.00      0.00     84.97
12:07:07 PM     all      0.00      0.00     15.65      0.00      0.00     84.35
12:07:08 PM     all      0.21      0.00     14.60      0.00      0.00     85.19
12:07:09 PM     all      0.53      0.00     13.38      0.11      0.00     85.99
12:07:10 PM     all      0.11      0.00     13.77      0.00      0.00     86.12
12:07:11 PM     all      0.21      0.00     14.24      0.00      0.00     85.55
12:07:12 PM     all      0.11      0.00     14.63      0.00      0.00     85.26
12:07:13 PM     all      0.21      0.00     14.24      0.00      0.00     85.55
12:07:14 PM     all      0.21      0.00     14.50      0.11      0.00     85.19
12:07:15 PM     all      0.21      0.00     12.89      0.00      0.00     86.90
12:07:16 PM     all      0.11      0.00     12.99      0.00      0.00     86.90
12:07:17 PM     all      0.00      0.00     12.82      0.00      0.00     87.18
12:07:18 PM     all      0.11      0.00     13.21      0.00      0.00     86.69
12:07:19 PM     all      0.21      0.00     13.01      0.00      0.00     86.78
12:07:20 PM     all      0.00      0.00     13.13      0.11      0.00     86.77
12:07:21 PM     all      0.11      0.00     12.71      0.00      0.00     87.18
12:07:22 PM     all      0.32      0.00     12.87      0.00      0.00     86.81
12:07:23 PM     all      0.11      0.00     13.02      0.00      0.00     86.87
Average:        all      0.14      0.00     14.85      0.02      0.00     84.98
