Linux 3.18.0-dctcp-official-rtomin10 (arldcn19) 	10/08/2015 	_x86_64_	(12 CPU)

11:03:13 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:03:14 AM     all      0.09      0.00      4.56      0.00      0.00     95.35
11:03:15 AM     all      0.09      0.00      4.15      0.00      0.00     95.76
11:03:16 AM     all      0.09      0.00      3.82      0.09      0.00     96.01
11:03:17 AM     all      0.00      0.00      3.91      0.00      0.00     96.09
11:03:18 AM     all      0.18      0.00      3.90      0.00      0.00     95.92
11:03:19 AM     all      0.00      0.00      4.43      0.00      0.00     95.57
11:03:20 AM     all      0.00      0.00      4.19      0.00      0.00     95.81
11:03:21 AM     all      0.09      0.00      4.69      0.00      0.00     95.23
11:03:22 AM     all      0.09      0.00      4.26      0.18      0.00     95.48
11:03:23 AM     all      0.09      0.00      4.51      0.00      0.00     95.40
11:03:24 AM     all      0.18      0.00      4.61      0.00      0.00     95.22
11:03:25 AM     all      0.09      0.00      4.36      0.00      0.00     95.55
11:03:26 AM     all      0.00      0.00      4.11      0.00      0.00     95.89
11:03:27 AM     all      0.09      0.00      4.27      0.09      0.00     95.56
11:03:28 AM     all      0.00      0.00      4.88      0.00      0.00     95.12
11:03:29 AM     all      0.00      0.00      4.89      0.00      0.00     95.11
11:03:30 AM     all      0.09      0.00      4.63      0.00      0.00     95.28
11:03:31 AM     all      0.09      0.00      4.54      0.00      0.00     95.37
11:03:32 AM     all      0.09      0.00      4.80      0.09      0.00     95.02
11:03:33 AM     all      0.00      0.00      4.54      0.00      0.00     95.46
11:03:34 AM     all      0.00      0.00      4.43      0.00      0.00     95.57
11:03:35 AM     all      0.18      0.00      4.26      0.00      0.00     95.56
11:03:36 AM     all      0.00      0.00      0.34      0.00      0.00     99.66
11:03:37 AM     all      0.00      0.00      3.69      0.00      0.00     96.31
11:03:38 AM     all      0.18      0.00      4.06      0.09      0.00     95.68
11:03:39 AM     all      0.18      0.00      4.24      0.00      0.00     95.59
11:03:40 AM     all      0.18      0.00      3.81      0.00      0.00     96.01
Average:        all      0.08      0.00      4.17      0.02      0.00     95.73
