Linux 3.18.0-dctcp-official-rtomin10 (arldcn8) 	10/08/2015 	_x86_64_	(12 CPU)

12:08:30 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:08:31 PM     all      0.17      0.00     45.61      0.00      0.00     54.22
12:08:32 PM     all      0.17      0.00     48.08      0.00      0.00     51.75
12:08:33 PM     all      0.17      0.00     48.60      0.00      0.00     51.23
12:08:34 PM     all      0.17      0.00     48.28      0.00      0.00     51.55
12:08:35 PM     all      0.34      0.00     48.46      0.00      0.00     51.20
12:08:36 PM     all      0.17      0.00     49.07      0.08      0.00     50.68
12:08:37 PM     all      0.09      0.00     48.33      0.00      0.00     51.59
12:08:38 PM     all      0.26      0.00     48.19      0.00      0.00     51.55
12:08:39 PM     all      0.26      0.00     48.20      0.00      0.00     51.55
12:08:40 PM     all      0.26      0.00     48.37      0.00      0.00     51.37
12:08:41 PM     all      0.09      0.00     48.71      0.09      0.00     51.12
12:08:42 PM     all      0.34      0.00     48.76      0.00      0.00     50.90
12:08:43 PM     all      0.09      0.00     48.58      0.00      0.00     51.34
12:08:44 PM     all      0.17      0.00     48.36      0.00      0.00     51.46
12:08:45 PM     all      0.00      0.00     48.71      0.00      0.00     51.29
12:08:46 PM     all      0.17      0.00     48.41      0.00      0.00     51.42
12:08:47 PM     all      0.17      0.00     49.20      0.00      0.00     50.64
12:08:48 PM     all      0.08      0.00     48.94      0.00      0.00     50.98
12:08:49 PM     all      0.26      0.00     47.87      0.00      0.00     51.87
12:08:50 PM     all      1.45      0.00     49.36      0.00      0.00     49.19
12:08:51 PM     all      0.94      0.00     49.10      0.00      0.00     49.96
12:08:52 PM     all      0.17      0.00     49.11      0.08      0.00     50.64
12:08:53 PM     all      0.17      0.00     49.06      0.00      0.00     50.77
12:08:54 PM     all      0.09      0.00     48.97      0.00      0.00     50.95
12:08:55 PM     all      0.17      0.00     48.97      0.00      0.00     50.86
12:08:56 PM     all      0.17      0.00     48.53      0.00      0.00     51.30
12:08:57 PM     all      0.09      0.00     48.80      0.00      0.00     51.12
Average:        all      0.25      0.00     48.54      0.01      0.00     51.20
